year,month,country,revenue_mad_millions
2017,3,Espagne,0.664
2017,3,Royaume-Uni,0.266
2017,3,Italie,0.221
2017,3,Allemagne,0.221
2017,3,États-Unis,0.177
2017,3,Belgique,0.133
2017,3,Pays-Bas,0.133
2017,3,Brésil,0.089
2017,3,Canada,0.089
2017,4,France,1.254
2017,4,Espagne,0.753
2017,4,Royaume-Uni,0.301
2017,4,Italie,0.251
2017,4,Allemagne,0.251
2017,4,États-Unis,0.201
2017,4,Belgique,0.151
2017,4,Pays-Bas,0.151
2017,4,Brésil,0.1
2017,4,Canada,0.1
2017,5,France,1.493
2017,5,Espagne,0.896
2017,5,Royaume-Uni,0.358
2017,5,Italie,0.299
2017,5,Allemagne,0.299
2017,5,États-Unis,0.239
2017,5,Belgique,0.179
2017,5,Pays-Bas,0.179
2017,5,Brésil,0.119
2017,5,Canada,0.119
2017,6,France,1.206
2017,6,Espagne,0.724
2017,6,Royaume-Uni,0.289
2017,6,Italie,0.241
2017,6,Allemagne,0.241
2017,6,États-Unis,0.193
2017,6,Belgique,0.145
2017,6,Pays-Bas,0.145
2017,6,Brésil,0.096
2017,6,Canada,0.096
2017,7,France,2.099
2017,7,Espagne,1.259
2017,7,Royaume-Uni,0.504
2017,7,Italie,0.42
2017,7,Allemagne,0.42
2017,7,États-Unis,0.336
2017,7,Belgique,0.252
2017,7,Pays-Bas,0.252
2017,7,Brésil,0.168
2017,7,Canada,0.168
2017,8,France,2.354
2017,8,Espagne,1.413
2017,8,Royaume-Uni,0.565
2017,8,Italie,0.471
2017,8,Allemagne,0.471
2017,8,États-Unis,0.377
2017,8,Belgique,0.283
2017,8,Pays-Bas,0.283
2017,8,Brésil,0.188
2017,8,Canada,0.188
2017,9,France,1.816
2017,9,Espagne,1.089
2017,9,Royaume-Uni,0.436
2017,9,Italie,0.363
2017,9,Allemagne,0.363
2017,9,États-Unis,0.291
2017,9,Belgique,0.218
2017,9,Pays-Bas,0.218
2017,9,Brésil,0.145
2017,9,Canada,0.145
2017,10,France,1.662
2017,10,Espagne,0.997
2017,10,Royaume-Uni,0.399
2017,10,Italie,0.332
2017,10,Allemagne,0.332
2017,10,États-Unis,0.266
2017,10,Belgique,0.199
2017,10,Pays-Bas,0.199
2017,10,Brésil,0.133
2017,10,Canada,0.133
2017,11,France,1.245
2017,11,Espagne,0.747
2017,11,Royaume-Uni,0.299
2017,11,Italie,0.249
2017,11,Allemagne,0.249
2017,11,États-Unis,0.199
2017,11,Belgique,0.149
2017,11,Pays-Bas,0.149
2017,11,Brésil,0.1
2017,11,Canada,0.1
2017,12,France,1.036
2017,12,Espagne,0.622
2017,12,Royaume-Uni,0.249
2017,12,Italie,0.207
2017,12,Allemagne,0.207
2017,12,États-Unis,0.166
2017,12,Belgique,0.124
2017,12,Pays-Bas,0.124
2017,12,Brésil,0.083
2017,12,Canada,0.083
2018,1,France,0.991
2018,1,Espagne,0.595
2018,1,Royaume-Uni,0.238
2018,1,Italie,0.198
2018,1,Allemagne,0.198
2018,1,États-Unis,0.159
2018,1,Belgique,0.119
2018,1,Pays-Bas,0.119
2018,1,Brésil,0.079
2018,1,Canada,0.079
2018,2,France,0.835
2018,2,Espagne,0.501
2018,2,Royaume-Uni,0.2
2018,2,Italie,0.167
2018,2,Allemagne,0.167
2018,2,États-Unis,0.134
2018,2,Belgique,0.1
2018,2,Pays-Bas,0.1
2018,2,Brésil,0.067
2018,2,Canada,0.067
2018,3,France,1.168
2018,3,Espagne,0.701
2018,3,Royaume-Uni,0.28
2018,3,Italie,0.234
2018,3,Allemagne,0.234
2018,3,États-Unis,0.187
2018,3,Belgique,0.14
2018,3,Pays-Bas,0.14
2018,3,Brésil,0.093
2018,3,Canada,0.093
2018,4,France,1.254
2018,4,Espagne,0.752
2018,4,Royaume-Uni,0.301
2018,4,Italie,0.251
2018,4,Allemagne,0.251
2018,4,États-Unis,0.201
2018,4,Belgique,0.15
2018,4,Pays-Bas,0.15
2018,4,Brésil,0.1
2018,4,Canada,0.1
2018,5,France,1.324
2018,5,Espagne,0.794
2018,5,Royaume-Uni,0.318
2018,5,Italie,0.265
2018,5,Allemagne,0.265
2018,5,États-Unis,0.212
2018,5,Belgique,0.159
2018,5,Pays-Bas,0.159
2018,5,Brésil,0.106
2018,5,Canada,0.106
2018,6,France,1.15
2018,6,Espagne,0.69
2018,6,Royaume-Uni,0.276
2018,6,Italie,0.23
2018,6,Allemagne,0.23
2018,6,États-Unis,0.184
2018,6,Belgique,0.138
2018,6,Pays-Bas,0.138
2018,6,Brésil,0.092
2018,6,Canada,0.092
2018,7,France,2.063
2018,7,Espagne,1.238
2018,7,Royaume-Uni,0.495
2018,7,Italie,0.413
2018,7,Allemagne,0.413
2018,7,États-Unis,0.33
2018,7,Belgique,0.248
2018,7,Pays-Bas,0.248
2018,7,Brésil,0.165
2018,7,Canada,0.165
2018,8,France,2.607
2018,8,Espagne,1.564
2018,8,Royaume-Uni,0.626
2018,8,Italie,0.521
2018,8,Allemagne,0.521
2018,8,États-Unis,0.417
2018,8,Belgique,0.313
2018,8,Pays-Bas,0.313
2018,8,Brésil,0.209
2018,8,Canada,0.209
2018,9,France,1.713
2018,9,Espagne,1.028
2018,9,Royaume-Uni,0.411
2018,9,Italie,0.343
2018,9,Allemagne,0.343
2018,9,États-Unis,0.274
2018,9,Belgique,0.206
2018,9,Pays-Bas,0.206
2018,9,Brésil,0.137
2018,9,Canada,0.137
2018,10,France,1.569
2018,10,Espagne,0.941
2018,10,Royaume-Uni,0.377
2018,10,Italie,0.314
2018,10,Allemagne,0.314
2018,10,États-Unis,0.251
2018,10,Belgique,0.188
2018,10,Pays-Bas,0.188
2018,10,Brésil,0.126
2018,10,Canada,0.126
2018,11,France,1.213
2018,11,Espagne,0.728
2018,11,Royaume-Uni,0.291
2018,11,Italie,0.243
2018,11,Allemagne,0.243
2018,11,États-Unis,0.194
2018,11,Belgique,0.146
2018,11,Pays-Bas,0.146
2018,11,Brésil,0.097
2018,11,Canada,0.097
2018,12,France,1.311
2018,12,Espagne,0.787
2018,12,Royaume-Uni,0.315
2018,12,Italie,0.262
2018,12,Allemagne,0.262
2018,12,États-Unis,0.21
2018,12,Belgique,0.157
2018,12,Pays-Bas,0.157
2018,12,Brésil,0.105
2018,12,Canada,0.105
2019,1,France,1.27
2019,1,Espagne,0.762
2019,1,Royaume-Uni,0.305
2019,1,Italie,0.254
2019,1,Allemagne,0.254
2019,1,États-Unis,0.203
2019,1,Belgique,0.152
2019,1,Pays-Bas,0.152
2019,1,Brésil,0.102
2019,1,Canada,0.102
2019,2,France,0.972
2019,2,Espagne,0.583
2019,2,Royaume-Uni,0.233
2019,2,Italie,0.194
2019,2,Allemagne,0.194
2019,2,États-Unis,0.156
2019,2,Belgique,0.117
2019,2,Pays-Bas,0.117
2019,2,Brésil,0.078
2019,2,Canada,0.078
2019,3,France,1.398
2019,3,Espagne,0.839
2019,3,Royaume-Uni,0.335
2019,3,Italie,0.28
2019,3,Allemagne,0.28
2019,3,États-Unis,0.224
2019,3,Belgique,0.168
2019,3,Pays-Bas,0.168
2019,3,Brésil,0.112
2019,3,Canada,0.112
2019,4,France,1.603
2019,4,Espagne,0.962
2019,4,Royaume-Uni,0.385
2019,4,Italie,0.321
2019,4,Allemagne,0.321
2019,4,États-Unis,0.256
2019,4,Belgique,0.192
2019,4,Pays-Bas,0.192
2019,4,Brésil,0.128
2019,4,Canada,0.128
2019,5,France,1.41
2019,5,Espagne,0.846
2019,5,Royaume-Uni,0.338
2019,5,Italie,0.282
2019,5,Allemagne,0.282
2019,5,États-Unis,0.226
2019,5,Belgique,0.169
2019,5,Pays-Bas,0.169
2019,5,Brésil,0.113
2019,5,Canada,0.113
2019,6,France,1.273
2019,6,Espagne,0.764
2019,6,Royaume-Uni,0.306
2019,6,Italie,0.255
2019,6,Allemagne,0.255
2019,6,États-Unis,0.204
2019,6,Belgique,0.153
2019,6,Pays-Bas,0.153
2019,6,Brésil,0.102
2019,6,Canada,0.102
2019,7,France,2.076
2019,7,Espagne,1.246
2019,7,Royaume-Uni,0.498
2019,7,Italie,0.415
2019,7,Allemagne,0.415
2019,7,États-Unis,0.332
2019,7,Belgique,0.249
2019,7,Pays-Bas,0.249
2019,7,Brésil,0.166
2019,7,Canada,0.166
2019,8,France,2.668
2019,8,Espagne,1.601
2019,8,Royaume-Uni,0.64
2019,8,Italie,0.534
2019,8,Allemagne,0.534
2019,8,États-Unis,0.427
2019,8,Belgique,0.32
2019,8,Pays-Bas,0.32
2019,8,Brésil,0.213
2019,8,Canada,0.213
2019,9,France,1.784
2019,9,Espagne,1.07
2019,9,Royaume-Uni,0.428
2019,9,Italie,0.357
2019,9,Allemagne,0.357
2019,9,États-Unis,0.285
2019,9,Belgique,0.214
2019,9,Pays-Bas,0.214
2019,9,Brésil,0.143
2019,9,Canada,0.143
2019,10,France,1.946
2019,10,Espagne,1.168
2019,10,Royaume-Uni,0.467
2019,10,Italie,0.389
2019,10,Allemagne,0.389
2019,10,États-Unis,0.311
2019,10,Belgique,0.234
2019,10,Pays-Bas,0.234
2019,10,Brésil,0.156
2019,10,Canada,0.156
2019,11,France,1.299
2019,11,Espagne,0.78
2019,11,Royaume-Uni,0.312
2019,11,Italie,0.26
2019,11,Allemagne,0.26
2019,11,États-Unis,0.208
2019,11,Belgique,0.156
2019,11,Pays-Bas,0.156
2019,11,Brésil,0.104
2019,11,Canada,0.104
2019,12,France,1.408
2019,12,Espagne,0.845
2019,12,Royaume-Uni,0.338
2019,12,Italie,0.282
2019,12,Allemagne,0.282
2019,12,États-Unis,0.225
2019,12,Belgique,0.169
2019,12,Pays-Bas,0.169
2019,12,Brésil,0.113
2019,12,Canada,0.113
2020,1,France,0.328
2020,1,Espagne,0.197
2020,1,Royaume-Uni,0.079
2020,1,Italie,0.066
2020,1,Allemagne,0.066
2020,1,États-Unis,0.052
2020,1,Belgique,0.039
2020,1,Pays-Bas,0.039
2020,1,Brésil,0.026
2020,1,Canada,0.026
2020,2,France,0.249
2020,2,Espagne,0.149
2020,2,Royaume-Uni,0.06
2020,2,Italie,0.05
2020,2,Allemagne,0.05
2020,2,États-Unis,0.04
2020,2,Belgique,0.03
2020,2,Pays-Bas,0.03
2020,2,Brésil,0.02
2020,2,Canada,0.02
2020,3,France,0.401
2020,3,Espagne,0.24
2020,3,Royaume-Uni,0.096
2020,3,Italie,0.08
2020,3,Allemagne,0.08
2020,3,États-Unis,0.064
2020,3,Belgique,0.048
2020,3,Pays-Bas,0.048
2020,3,Brésil,0.032
2020,3,Canada,0.032
2020,4,France,0.429
2020,4,Espagne,0.257
2020,4,Royaume-Uni,0.103
2020,4,Italie,0.086
2020,4,Allemagne,0.086
2020,4,États-Unis,0.069
2020,4,Belgique,0.051
2020,4,Pays-Bas,0.051
2020,4,Brésil,0.034
2020,4,Canada,0.034
2020,5,France,0.436
2020,5,Espagne,0.262
2020,5,Royaume-Uni,0.105
2020,5,Italie,0.087
2020,5,Allemagne,0.087
2020,5,États-Unis,0.07
2020,5,Belgique,0.052
2020,5,Pays-Bas,0.052
2020,5,Brésil,0.035
2020,5,Canada,0.035
2020,6,France,0.415
2020,6,Espagne,0.249
2020,6,Royaume-Uni,0.1
2020,6,Italie,0.083
2020,6,Allemagne,0.083
2020,6,États-Unis,0.066
2020,6,Belgique,0.05
2020,6,Pays-Bas,0.05
2020,6,Brésil,0.033
2020,6,Canada,0.033
2020,7,France,0.592
2020,7,Espagne,0.355
2020,7,Royaume-Uni,0.142
2020,7,Italie,0.118
2020,7,Allemagne,0.118
2020,7,États-Unis,0.095
2020,7,Belgique,0.071
2020,7,Pays-Bas,0.071
2020,7,Brésil,0.047
2020,7,Canada,0.047
2020,8,France,0.672
2020,8,Espagne,0.403
2020,8,Royaume-Uni,0.161
2020,8,Italie,0.134
2020,8,Allemagne,0.134
2020,8,États-Unis,0.108
2020,8,Belgique,0.081
2020,8,Pays-Bas,0.081
2020,8,Brésil,0.054
2020,8,Canada,0.054
2020,9,France,0.516
2020,9,Espagne,0.309
2020,9,Royaume-Uni,0.124
2020,9,Italie,0.103
2020,9,Allemagne,0.103
2020,9,États-Unis,0.083
2020,9,Belgique,0.062
2020,9,Pays-Bas,0.062
2020,9,Brésil,0.041
2020,9,Canada,0.041
2020,10,France,0.502
2020,10,Espagne,0.301
2020,10,Royaume-Uni,0.121
2020,10,Italie,0.1
2020,10,Allemagne,0.1
2020,10,États-Unis,0.08
2020,10,Belgique,0.06
2020,10,Pays-Bas,0.06
2020,10,Brésil,0.04
2020,10,Canada,0.04
2020,11,France,0.4
2020,11,Espagne,0.24
2020,11,Royaume-Uni,0.096
2020,11,Italie,0.08
2020,11,Allemagne,0.08
2020,11,États-Unis,0.064
2020,11,Belgique,0.048
2020,11,Pays-Bas,0.048
2020,11,Brésil,0.032
2020,11,Canada,0.032
2020,12,France,0.353
2020,12,Espagne,0.212
2020,12,Royaume-Uni,0.085
2020,12,Italie,0.071
2020,12,Allemagne,0.071
2020,12,États-Unis,0.056
2020,12,Belgique,0.042
2020,12,Pays-Bas,0.042
2020,12,Brésil,0.028
2020,12,Canada,0.028
2021,1,France,0.48
2021,1,Espagne,0.288
2021,1,Royaume-Uni,0.115
2021,1,Italie,0.096
2021,1,Allemagne,0.096
2021,1,États-Unis,0.077
2021,1,Belgique,0.058
2021,1,Pays-Bas,0.058
2021,1,Brésil,0.038
2021,1,Canada,0.038
2021,2,France,0.412
2021,2,Espagne,0.247
2021,2,Royaume-Uni,0.099
2021,2,Italie,0.082
2021,2,Allemagne,0.082
2021,2,États-Unis,0.066
2021,2,Belgique,0.049
2021,2,Pays-Bas,0.049
2021,2,Brésil,0.033
2021,2,Canada,0.033
2021,3,France,0.587
2021,3,Espagne,0.352
2021,3,Royaume-Uni,0.141
2021,3,Italie,0.117
2021,3,Allemagne,0.117
2021,3,États-Unis,0.094
2021,3,Belgique,0.07
2021,3,Pays-Bas,0.07
2021,3,Brésil,0.047
2021,3,Canada,0.047
2021,4,France,0.709
2021,4,Espagne,0.425
2021,4,Royaume-Uni,0.17
2021,4,Italie,0.142
2021,4,Allemagne,0.142
2021,4,États-Unis,0.113
2021,4,Belgique,0.085
2021,4,Pays-Bas,0.085
2021,4,Brésil,0.057
2021,4,Canada,0.057
2021,5,France,0.764
2021,5,Espagne,0.458
2021,5,Royaume-Uni,0.183
2021,5,Italie,0.153
2021,5,Allemagne,0.153
2021,5,États-Unis,0.122
2021,5,Belgique,0.092
2021,5,Pays-Bas,0.092
2021,5,Brésil,0.061
2021,5,Canada,0.061
2021,6,France,0.643
2021,6,Espagne,0.386
2021,6,Royaume-Uni,0.154
2021,6,Italie,0.129
2021,6,Allemagne,0.129
2021,6,États-Unis,0.103
2021,6,Belgique,0.077
2021,6,Pays-Bas,0.077
2021,6,Brésil,0.051
2021,6,Canada,0.051
2021,7,France,1.057
2021,7,Espagne,0.634
2021,7,Royaume-Uni,0.254
2021,7,Italie,0.211
2021,7,Allemagne,0.211
2021,7,États-Unis,0.169
2021,7,Belgique,0.127
2021,7,Pays-Bas,0.127
2021,7,Brésil,0.085
2021,7,Canada,0.085
2021,8,France,1.303
2021,8,Espagne,0.782
2021,8,Royaume-Uni,0.313
2021,8,Italie,0.261
2021,8,Allemagne,0.261
2021,8,États-Unis,0.208
2021,8,Belgique,0.156
2021,8,Pays-Bas,0.156
2021,8,Brésil,0.104
2021,8,Canada,0.104
2021,9,France,0.896
2021,9,Espagne,0.537
2021,9,Royaume-Uni,0.215
2021,9,Italie,0.179
2021,9,Allemagne,0.179
2021,9,États-Unis,0.143
2021,9,Belgique,0.107
2021,9,Pays-Bas,0.107
2021,9,Brésil,0.072
2021,9,Canada,0.072
2021,10,France,0.828
2021,10,Espagne,0.497
2021,10,Royaume-Uni,0.199
2021,10,Italie,0.166
2021,10,Allemagne,0.166
2021,10,États-Unis,0.132
2021,10,Belgique,0.099
2021,10,Pays-Bas,0.099
2021,10,Brésil,0.066
2021,10,Canada,0.066
2021,11,France,0.646
2021,11,Espagne,0.388
2021,11,Royaume-Uni,0.155
2021,11,Italie,0.129
2021,11,Allemagne,0.129
2021,11,États-Unis,0.103
2021,11,Belgique,0.078
2021,11,Pays-Bas,0.078
2021,11,Brésil,0.052
2021,11,Canada,0.052
2021,12,France,0.641
2021,12,Espagne,0.384
2021,12,Royaume-Uni,0.154
2021,12,Italie,0.128
2021,12,Allemagne,0.128
2021,12,États-Unis,0.103
2021,12,Belgique,0.077
2021,12,Pays-Bas,0.077
2021,12,Brésil,0.051
2021,12,Canada,0.051
2022,1,France,1.103
2022,1,Espagne,0.662
2022,1,Royaume-Uni,0.265
2022,1,Italie,0.221
2022,1,Allemagne,0.221
2022,1,États-Unis,0.177
2022,1,Belgique,0.132
2022,1,Pays-Bas,0.132
2022,1,Brésil,0.088
2022,1,Canada,0.088
2022,2,France,1.065
2022,2,Espagne,0.639
2022,2,Royaume-Uni,0.256
2022,2,Italie,0.213
2022,2,Allemagne,0.213
2022,2,États-Unis,0.17
2022,2,Belgique,0.128
2022,2,Pays-Bas,0.128
2022,2,Brésil,0.085
2022,2,Canada,0.085
2022,3,France,1.513
2022,3,Espagne,0.908
2022,3,Royaume-Uni,0.363
2022,3,Italie,0.303
2022,3,Allemagne,0.303
2022,3,États-Unis,0.242
2022,3,Belgique,0.182
2022,3,Pays-Bas,0.182
2022,3,Brésil,0.121
2022,3,Canada,0.121
2022,4,France,1.609
2022,4,Espagne,0.966
2022,4,Royaume-Uni,0.386
2022,4,Italie,0.322
2022,4,Allemagne,0.322
2022,4,États-Unis,0.258
2022,4,Belgique,0.193
2022,4,Pays-Bas,0.193
2022,4,Brésil,0.129
2022,4,Canada,0.129
2022,5,France,1.612
2022,5,Espagne,0.967
2022,5,Royaume-Uni,0.387
2022,5,Italie,0.322
2022,5,Allemagne,0.322
2022,5,États-Unis,0.258
2022,5,Belgique,0.193
2022,5,Pays-Bas,0.193
2022,5,Brésil,0.129
2022,5,Canada,0.129
2022,6,France,1.433
2022,6,Espagne,0.86
2022,6,Royaume-Uni,0.344
2022,6,Italie,0.287
2022,6,Allemagne,0.287
2022,6,États-Unis,0.229
2022,6,Belgique,0.172
2022,6,Pays-Bas,0.172
2022,6,Brésil,0.115
2022,6,Canada,0.115
2022,7,France,2.589
2022,7,Espagne,1.553
2022,7,Royaume-Uni,0.621
2022,7,Italie,0.518
2022,7,Allemagne,0.518
2022,7,États-Unis,0.414
2022,7,Belgique,0.311
2022,7,Pays-Bas,0.311
2022,7,Brésil,0.207
2022,7,Canada,0.207
2022,8,France,2.696
2022,8,Espagne,1.617
2022,8,Royaume-Uni,0.647
2022,8,Italie,0.539
2022,8,Allemagne,0.539
2022,8,États-Unis,0.431
2022,8,Belgique,0.323
2022,8,Pays-Bas,0.323
2022,8,Brésil,0.216
2022,8,Canada,0.216
2022,9,France,1.836
2022,9,Espagne,1.102
2022,9,Royaume-Uni,0.441
2022,9,Italie,0.367
2022,9,Allemagne,0.367
2022,9,États-Unis,0.294
2022,9,Belgique,0.22
2022,9,Pays-Bas,0.22
2022,9,Brésil,0.147
2022,9,Canada,0.147
2022,10,France,1.871
2022,10,Espagne,1.122
2022,10,Royaume-Uni,0.449
2022,10,Italie,0.374
2022,10,Allemagne,0.374
2022,10,États-Unis,0.299
2022,10,Belgique,0.224
2022,10,Pays-Bas,0.224
2022,10,Brésil,0.15
2022,10,Canada,0.15
2022,11,France,1.488
2022,11,Espagne,0.893
2022,11,Royaume-Uni,0.357
2022,11,Italie,0.298
2022,11,Allemagne,0.298
2022,11,États-Unis,0.238
2022,11,Belgique,0.179
2022,11,Pays-Bas,0.179
2022,11,Brésil,0.119
2022,11,Canada,0.119
2022,12,France,1.363
2022,12,Espagne,0.818
2022,12,Royaume-Uni,0.327
2022,12,Italie,0.273
2022,12,Allemagne,0.273
2022,12,États-Unis,0.218
2022,12,Belgique,0.164
2022,12,Pays-Bas,0.164
2022,12,Brésil,0.109
2022,12,Canada,0.109
2023,1,France,1.723
2023,1,Espagne,1.034
2023,1,Royaume-Uni,0.413
2023,1,Italie,0.345
2023,1,Allemagne,0.345
2023,1,États-Unis,0.276
2023,1,Belgique,0.207
2023,1,Pays-Bas,0.207
2023,1,Brésil,0.138
2023,1,Canada,0.138
2023,2,France,1.243
2023,2,Espagne,0.746
2023,2,Royaume-Uni,0.298
2023,2,Italie,0.249
2023,2,Allemagne,0.249
2023,2,États-Unis,0.199
2023,2,Belgique,0.149
2023,2,Pays-Bas,0.149
2023,2,Brésil,0.099
2023,2,Canada,0.099
2023,3,France,2.056
2023,3,Espagne,1.234
2023,3,Royaume-Uni,0.493
2023,3,Italie,0.411
2023,3,Allemagne,0.411
2023,3,États-Unis,0.329
2023,3,Belgique,0.247
2023,3,Pays-Bas,0.247
2023,3,Brésil,0.164
2023,3,Canada,0.164
2023,4,France,2.286
2023,4,Espagne,1.372
2023,4,Royaume-Uni,0.549
2023,4,Italie,0.457
2023,4,Allemagne,0.457
2023,4,États-Unis,0.366
2023,4,Belgique,0.274
2023,4,Pays-Bas,0.274
2023,4,Brésil,0.183
2023,4,Canada,0.183
2023,5,France,2.009
2023,5,Espagne,1.206
2023,5,Royaume-Uni,0.482
2023,5,Italie,0.402
2023,5,Allemagne,0.402
2023,5,États-Unis,0.321
2023,5,Belgique,0.241
2023,5,Pays-Bas,0.241
2023,5,Brésil,0.161
2023,5,Canada,0.161
2023,6,France,1.735
2023,6,Espagne,1.041
2023,6,Royaume-Uni,0.416
2023,6,Italie,0.347
2023,6,Allemagne,0.347
2023,6,États-Unis,0.278
2023,6,Belgique,0.208
2023,6,Pays-Bas,0.208
2023,6,Brésil,0.139
2023,6,Canada,0.139
2023,7,France,3.524
2023,7,Espagne,2.114
2023,7,Royaume-Uni,0.846
2023,7,Italie,0.705
2023,7,Allemagne,0.705
2023,7,États-Unis,0.564
2023,7,Belgique,0.423
2023,7,Pays-Bas,0.423
2023,7,Brésil,0.282
2023,7,Canada,0.282
2023,8,France,3.927
2023,8,Espagne,2.356
2023,8,Royaume-Uni,0.943
2023,8,Italie,0.785
2023,8,Allemagne,0.785
2023,8,États-Unis,0.628
2023,8,Belgique,0.471
2023,8,Pays-Bas,0.471
2023,8,Brésil,0.314
2023,8,Canada,0.314
2023,9,France,2.628
2023,9,Espagne,1.577
2023,9,Royaume-Uni,0.631
2023,9,Italie,0.526
2023,9,Allemagne,0.526
2023,9,États-Unis,0.421
2023,9,Belgique,0.315
2023,9,Pays-Bas,0.315
2023,9,Brésil,0.21
2023,9,Canada,0.21
2023,10,France,2.161
2023,10,Espagne,1.297
2023,10,Royaume-Uni,0.519
2023,10,Italie,0.432
2023,10,Allemagne,0.432
2023,10,États-Unis,0.346
2023,10,Belgique,0.259
2023,10,Pays-Bas,0.259
2023,10,Brésil,0.173
2023,10,Canada,0.173
2023,11,France,1.955
2023,11,Espagne,1.173
2023,11,Royaume-Uni,0.469
2023,11,Italie,0.391
2023,11,Allemagne,0.391
2023,11,États-Unis,0.313
2023,11,Belgique,0.235
2023,11,Pays-Bas,0.235
2023,11,Brésil,0.156
2023,11,Canada,0.156
2023,12,France,1.766
2023,12,Espagne,1.06
2023,12,Royaume-Uni,0.424
2023,12,Italie,0.353
2023,12,Allemagne,0.353
2023,12,États-Unis,0.283
2023,12,Belgique,0.212
2023,12,Pays-Bas,0.212
2023,12,Brésil,0.141
2023,12,Canada,0.141
2024,1,France,1.606
2024,1,Espagne,0.964
2024,1,Royaume-Uni,0.385
2024,1,Italie,0.321
2024,1,Allemagne,0.321
2024,1,États-Unis,0.257
2024,1,Belgique,0.193
2024,1,Pays-Bas,0.193
2024,1,Brésil,0.128
2024,1,Canada,0.128
2024,2,France,1.353
2024,2,Espagne,0.812
2024,2,Royaume-Uni,0.325
2024,2,Italie,0.271
2024,2,Allemagne,0.271
2024,2,États-Unis,0.217
2024,2,Belgique,0.162
2024,2,Pays-Bas,0.162
2024,2,Brésil,0.108
2024,2,Canada,0.108
2024,3,France,1.904
2024,3,Espagne,1.143
2024,3,Royaume-Uni,0.457
2024,3,Italie,0.381
2024,3,Allemagne,0.381
2024,3,États-Unis,0.305
2024,3,Belgique,0.229
2024,3,Pays-Bas,0.229
2024,3,Brésil,0.152
2024,3,Canada,0.152
2024,4,France,2.123
2024,4,Espagne,1.274
2024,4,Royaume-Uni,0.51
2024,4,Italie,0.425
2024,4,Allemagne,0.425
2024,4,États-Unis,0.34
2024,4,Belgique,0.255
2024,4,Pays-Bas,0.255
2024,4,Brésil,0.17
2024,4,Canada,0.17
2024,5,France,2.315
2024,5,Espagne,1.389
2024,5,Royaume-Uni,0.556
2024,5,Italie,0.463
2024,5,Allemagne,0.463
2024,5,États-Unis,0.37
2024,5,Belgique,0.278
2024,5,Pays-Bas,0.278
2024,5,Brésil,0.185
2024,5,Canada,0.185
2024,6,France,1.885
2024,6,Espagne,1.131
2024,6,Royaume-Uni,0.452
2024,6,Italie,0.377
2024,6,Allemagne,0.377
2024,6,États-Unis,0.302
2024,6,Belgique,0.226
2024,6,Pays-Bas,0.226
2024,6,Brésil,0.151
2024,6,Canada,0.151
2024,7,France,3.674
2024,7,Espagne,2.205
2024,7,Royaume-Uni,0.882
2024,7,Italie,0.735
2024,7,Allemagne,0.735
2024,7,États-Unis,0.588
2024,7,Belgique,0.441
2024,7,Pays-Bas,0.441
2024,7,Brésil,0.294
2024,7,Canada,0.294
2024,8,France,3.913
2024,8,Espagne,2.348
2024,8,Royaume-Uni,0.939
2024,8,Italie,0.783
2024,8,Allemagne,0.783
2024,8,États-Unis,0.626
2024,8,Belgique,0.47
2024,8,Pays-Bas,0.47
2024,8,Brésil,0.313
2024,8,Canada,0.313
2024,9,France,2.589
2024,9,Espagne,1.553
2024,9,Royaume-Uni,0.621
2024,9,Italie,0.518
2024,9,Allemagne,0.518
2024,9,États-Unis,0.414
2024,9,Belgique,0.311
2024,9,Pays-Bas,0.311
2024,9,Brésil,0.207
2024,9,Canada,0.207
2024,10,France,2.242
2024,10,Espagne,1.345
2024,10,Royaume-Uni,0.538
2024,10,Italie,0.448
2024,10,Allemagne,0.448
2024,10,États-Unis,0.359
2024,10,Belgique,0.269
2024,10,Pays-Bas,0.269
2024,10,Brésil,0.179
2024,10,Canada,0.179
2024,11,France,1.756
2024,11,Espagne,1.053
2024,11,Royaume-Uni,0.421
2024,11,Italie,0.351
2024,11,Allemagne,0.351
2024,11,États-Unis,0.281
2024,11,Belgique,0.211
2024,11,Pays-Bas,0.211
2024,11,Brésil,0.14
2024,11,Canada,0.14
2024,12,France,1.783
2024,12,Espagne,1.07
2024,12,Royaume-Uni,0.428
2024,12,Italie,0.357
2024,12,Allemagne,0.357
2024,12,États-Unis,0.285
2024,12,Belgique,0.214
2024,12,Pays-Bas,0.214
2024,12,Brésil,0.143
2024,12,Canada,0.143
2025,1,France,1.873
2025,1,Espagne,1.124
2025,1,Royaume-Uni,0.449
2025,1,Italie,0.375
2025,1,Allemagne,0.375
2025,1,États-Unis,0.3
2025,1,Belgique,0.225
2025,1,Pays-Bas,0.225
2025,1,Brésil,0.15
2025,1,Canada,0.15
2025,2,France,1.91
2025,2,Espagne,1.146
2025,2,Royaume-Uni,0.458
2025,2,Italie,0.382
2025,2,Allemagne,0.382
2025,2,États-Unis,0.306
2025,2,Belgique,0.229
2025,2,Pays-Bas,0.229
2025,2,Brésil,0.153
2025,2,Canada,0.153
2025,3,France,2.443
2025,3,Espagne,1.466
2025,3,Royaume-Uni,0.586
2025,3,Italie,0.489
2025,3,Allemagne,0.489
2025,3,États-Unis,0.391
2025,3,Belgique,0.293
2025,3,Pays-Bas,0.293
2025,3,Brésil,0.195
2025,3,Canada,0.195
2025,4,France,2.566
2025,4,Espagne,1.54
