year,month,country,visitors
2018,5,Pays-Bas,16208
2018,5,Brésil,10432
2018,5,Canada,8715
2018,6,France,126498
2018,6,Espagne,59189
2018,6,Royaume-Uni,21594
2018,6,Italie,23043
2018,6,Allemagne,18459
2018,6,États-Unis,17321
2018,6,Belgique,11751
2018,6,Pays-Bas,11396
2018,6,Brésil,8744
2018,6,Canada,7829
2018,7,France,175928
2018,7,Espagne,123210
2018,7,Royaume-Uni,41777
2018,7,Italie,43727
2018,7,Allemagne,37672
2018,7,États-Unis,25049
2018,7,Belgique,21919
2018,7,Pays-Bas,23361
2018,7,Brésil,13804
2018,7,Canada,13551
2018,8,France,203441
2018,8,Espagne,127153
2018,8,Royaume-Uni,53739
2018,8,Italie,45968
2018,8,Allemagne,38606
2018,8,États-Unis,40036
2018,8,Belgique,27677
2018,8,Pays-Bas,26734
2018,8,Brésil,20367
2018,8,Canada,15837
2018,9,France,146308
2018,9,Espagne,83875
2018,9,Royaume-Uni,39859
2018,9,Italie,31298
2018,9,Allemagne,33374
2018,9,États-Unis,23399
2018,9,Belgique,21939
2018,9,Pays-Bas,18908
2018,9,Brésil,14460
2018,9,Canada,10925
2018,10,France,155553
2018,10,Espagne,73510
2018,10,Royaume-Uni,33085
2018,10,Italie,28102
2018,10,Allemagne,24964
2018,10,États-Unis,20947
2018,10,Belgique,16696
2018,10,Pays-Bas,16453
2018,10,Brésil,11606
2018,10,Canada,12911
2018,11,France,91281
2018,11,Espagne,58265
2018,11,Royaume-Uni,30037
2018,11,Italie,24209
2018,11,Allemagne,22664
2018,11,États-Unis,16897
2018,11,Belgique,11244
2018,11,Pays-Bas,11776
2018,11,Brésil,9170
2018,11,Canada,9267
2018,12,France,99753
2018,12,Espagne,69593
2018,12,Royaume-Uni,28657
2018,12,Italie,24986
2018,12,Allemagne,19276
2018,12,États-Unis,20226
2018,12,Belgique,13476
2018,12,Pays-Bas,15204
2018,12,Brésil,7357
2018,12,Canada,8653
2019,1,France,109194
2019,1,Espagne,67766
2019,1,Royaume-Uni,28918
2019,1,Italie,22160
2019,1,Allemagne,23373
2019,1,États-Unis,19886
2019,1,Belgique,14920
2019,1,Pays-Bas,13351
2019,1,Brésil,9912
2019,1,Canada,7825
2019,2,France,83154
2019,2,Espagne,54633
2019,2,Royaume-Uni,19582
2019,2,Italie,16715
2019,2,Allemagne,17230
2019,2,États-Unis,12721
2019,2,Belgique,11948
2019,2,Pays-Bas,10108
2019,2,Brésil,6481
2019,2,Canada,8386
2019,3,France,140131
2019,3,Espagne,77384
2019,3,Royaume-Uni,28794
2019,3,Italie,24850
2019,3,Allemagne,21572
2019,3,États-Unis,22651
2019,3,Belgique,15400
2019,3,Pays-Bas,16187
2019,3,Brésil,9072
2019,3,Canada,11586
2019,4,France,158423
2019,4,Espagne,92100
2019,4,Royaume-Uni,30658
2019,4,Italie,25460
2019,4,Allemagne,31991
2019,4,États-Unis,24457
2019,4,Belgique,18128
2019,4,Pays-Bas,17122
2019,4,Brésil,13098
2019,4,Canada,9623
2019,5,France,120356
2019,5,Espagne,79482
2019,5,Royaume-Uni,36563
2019,5,Italie,24448
2019,5,Allemagne,25556
2019,5,États-Unis,25192
2019,5,Belgique,18067
2019,5,Pays-Bas,19639
2019,5,Brésil,10956
2019,5,Canada,11837
2019,6,France,130022
2019,6,Espagne,82945
2019,6,Royaume-Uni,27549
2019,6,Italie,26293
2019,6,Allemagne,21433
2019,6,États-Unis,18384
2019,6,Belgique,15238
2019,6,Pays-Bas,17325
2019,6,Brésil,11171
2019,6,Canada,8288
2019,7,France,187494
2019,7,Espagne,115092
2019,7,Royaume-Uni,52918
2019,7,Italie,46648
2019,7,Allemagne,43832
2019,7,États-Unis,28889
2019,7,Belgique,24331
2019,7,Pays-Bas,21334
2019,7,Brésil,17834
2019,7,Canada,15892
2019,8,France,236689
2019,8,Espagne,125946
2019,8,Royaume-Uni,56236
2019,8,Italie,49607
2019,8,Allemagne,55297
2019,8,États-Unis,46590
2019,8,Belgique,32055
2019,8,Pays-Bas,27302
2019,8,Brésil,16992
2019,8,Canada,19468
2019,9,France,163034
2019,9,Espagne,90933
2019,9,Royaume-Uni,36016
2019,9,Italie,29288
2019,9,Allemagne,31515
2019,9,États-Unis,26710
2019,9,Belgique,24130
2019,9,Pays-Bas,25092
2019,9,Brésil,12096
2019,9,Canada,14007
2019,10,France,145163
2019,10,Espagne,81640
2019,10,Royaume-Uni,44999
2019,10,Italie,26875
2019,10,Allemagne,28593
2019,10,États-Unis,23752
2019,10,Belgique,18715
2019,10,Pays-Bas,22511
2019,10,Brésil,11156
2019,10,Canada,14967
2019,11,France,145885
2019,11,Espagne,63373
2019,11,Royaume-Uni,28781
2019,11,Italie,23562
2019,11,Allemagne,27720
2019,11,États-Unis,18933
2019,11,Belgique,15503
2019,11,Pays-Bas,17136
2019,11,Brésil,11380
2019,11,Canada,8871
2019,12,France,110590
2019,12,Espagne,81409
2019,12,Royaume-Uni,27756
2019,12,Italie,22148
2019,12,Allemagne,25205
2019,12,États-Unis,17333
2019,12,Belgique,13356
2019,12,Pays-Bas,16950
2019,12,Brésil,8774
2019,12,Canada,9239
2020,1,France,22831
2020,1,Espagne,14648
2020,1,Royaume-Uni,5123
2020,1,Italie,5048
2020,1,Allemagne,4467
2020,1,États-Unis,3311
2020,1,Belgique,2759
2020,1,Pays-Bas,3102
2020,1,Brésil,1504
2020,1,Canada,2004
2020,2,France,18149
2020,2,Espagne,10689
2020,2,Royaume-Uni,3663
2020,2,Italie,4210
2020,2,Allemagne,3474
2020,2,États-Unis,2689
2020,2,Belgique,2504
2020,2,Pays-Bas,2615
2020,2,Brésil,1573
2020,2,Canada,1717
2020,3,France,24262
2020,3,Espagne,16648
2020,3,Royaume-Uni,6835
2020,3,Italie,4519
2020,3,Allemagne,4400
2020,3,États-Unis,3989
2020,3,Belgique,2794
2020,3,Pays-Bas,3047
2020,3,Brésil,1704
2020,3,Canada,1969
2020,4,France,30347
2020,4,Espagne,15893
2020,4,Royaume-Uni,7004
2020,4,Italie,5099
2020,4,Allemagne,5976
2020,4,États-Unis,4592
2020,4,Belgique,3393
2020,4,Pays-Bas,4175
2020,4,Brésil,1996
2020,4,Canada,2183
2020,5,France,34207
2020,5,Espagne,15847
2020,5,Royaume-Uni,6187
2020,5,Italie,5230
2020,5,Allemagne,5770
2020,5,États-Unis,4038
2020,5,Belgique,3065
2020,5,Pays-Bas,2930
2020,5,Brésil,1986
2020,5,Canada,2681
2020,6,France,26350
2020,6,Espagne,14167
2020,6,Royaume-Uni,6030
2020,6,Italie,5745
2020,6,Allemagne,4318
2020,6,États-Unis,3577
2020,6,Belgique,2941
2020,6,Pays-Bas,2896
2020,6,Brésil,1812
2020,6,Canada,2353
2020,7,France,50287
2020,7,Espagne,23620
2020,7,Royaume-Uni,8973
2020,7,Italie,8737
2020,7,Allemagne,10098
2020,7,États-Unis,6024
2020,7,Belgique,4621
2020,7,Pays-Bas,5956
2020,7,Brésil,3758
2020,7,Canada,2952
2020,8,France,43411
2020,8,Espagne,29626
2020,8,Royaume-Uni,13866
2020,8,Italie,8815
2020,8,Allemagne,9233
2020,8,États-Unis,6838
2020,8,Belgique,5526
2020,8,Pays-Bas,7345
2020,8,Brésil,4402
2020,8,Canada,3848
2020,9,France,32805
2020,9,Espagne,18928
2020,9,Royaume-Uni,7768
2020,9,Italie,7651
2020,9,Allemagne,6113
2020,9,États-Unis,5918
2020,9,Belgique,4197
2020,9,Pays-Bas,4357
2020,9,Brésil,2446
2020,9,Canada,2755
2020,10,France,34114
2020,10,Espagne,19534
2020,10,Royaume-Uni,7733
2020,10,Italie,7073
2020,10,Allemagne,6517
2020,10,États-Unis,5093
2020,10,Belgique,3949
2020,10,Pays-Bas,4641
2020,10,Brésil,2492
2020,10,Canada,3068
2020,11,France,27118
2020,11,Espagne,18209
2020,11,Royaume-Uni,5688
2020,11,Italie,5180
2020,11,Allemagne,5085
2020,11,États-Unis,3589
2020,11,Belgique,2637
2020,11,Pays-Bas,2979
2020,11,Brésil,1989
2020,11,Canada,2132
2020,12,France,29272
2020,12,Espagne,14337
2020,12,Royaume-Uni,7236
2020,12,Italie,5451
2020,12,Allemagne,4513
2020,12,États-Unis,4547
2020,12,Belgique,2557
2020,12,Pays-Bas,2712
2020,12,Brésil,2023
2020,12,Canada,1728
2021,1,France,33540
2021,1,Espagne,18607
2021,1,Royaume-Uni,7234
2021,1,Italie,7862
2021,1,Allemagne,6010
2021,1,États-Unis,6352
2021,1,Belgique,4658
2021,1,Pays-Bas,3637
2021,1,Brésil,2607
2021,1,Canada,3241
2021,2,France,29264
2021,2,Espagne,15440
2021,2,Royaume-Uni,7015
2021,2,Italie,5512
2021,2,Allemagne,5906
2021,2,États-Unis,4640
2021,2,Belgique,3101
2021,2,Pays-Bas,3346
2021,2,Brésil,2117
2021,2,Canada,1966
2021,3,France,41298
2021,3,Espagne,27331
2021,3,Royaume-Uni,8598
2021,3,Italie,8990
2021,3,Allemagne,8429
2021,3,États-Unis,5358
2021,3,Belgique,5484
2021,3,Pays-Bas,4013
2021,3,Brésil,2767
2021,3,Canada,3706
2021,4,France,53683
2021,4,Espagne,28666
2021,4,Royaume-Uni,11055
2021,4,Italie,8077
2021,4,Allemagne,8815
2021,4,États-Unis,6581
2021,4,Belgique,5447
2021,4,Pays-Bas,5446
2021,4,Brésil,3836
2021,4,Canada,3821
2021,5,France,40380
2021,5,Espagne,32431
2021,5,Royaume-Uni,13024
2021,5,Italie,7668
2021,5,Allemagne,9236
2021,5,États-Unis,6084
2021,5,Belgique,4576
2021,5,Pays-Bas,4617
2021,5,Brésil,3408
2021,5,Canada,3196
2021,6,France,46422
2021,6,Espagne,28303
2021,6,Royaume-Uni,9070
2021,6,Italie,7166
2021,6,Allemagne,6691
2021,6,États-Unis,7246
2021,6,Belgique,4888
2021,6,Pays-Bas,4960
2021,6,Brésil,3600
2021,6,Canada,3592
2021,7,France,73973
2021,7,Espagne,35185
2021,7,Royaume-Uni,19396
2021,7,Italie,12840
2021,7,Allemagne,12232
2021,7,États-Unis,10733
2021,7,Belgique,7158
2021,7,Pays-Bas,9595
2021,7,Brésil,4588
2021,7,Canada,4770
2021,8,France,66626
2021,8,Espagne,52871
2021,8,Royaume-Uni,21958
2021,8,Italie,17167
2021,8,Allemagne,18775
2021,8,États-Unis,11667
2021,8,Belgique,8212
2021,8,Pays-Bas,8530
2021,8,Brésil,5455
2021,8,Canada,5626
2021,9,France,59152
2021,9,Espagne,29847
2021,9,Royaume-Uni,13812
2021,9,Italie,11483
2021,9,Allemagne,11847
2021,9,États-Unis,8194
2021,9,Belgique,7276
2021,9,Pays-Bas,6931
2021,9,Brésil,4444
2021,9,Canada,3939
2021,10,France,46575
2021,10,Espagne,34808
2021,10,Royaume-Uni,12806
2021,10,Italie,11469
2021,10,Allemagne,10395
2021,10,États-Unis,8414
2021,10,Belgique,5140
2021,10,Pays-Bas,5185
2021,10,Brésil,4724
2021,10,Canada,4523
2021,11,France,37436
2021,11,Espagne,25164
2021,11,Royaume-Uni,9008
2021,11,Italie,9186
2021,11,Allemagne,9481
2021,11,États-Unis,6186
2021,11,Belgique,5490
2021,11,Pays-Bas,4797
2021,11,Brésil,2875
2021,11,Canada,3750
2021,12,France,36244
2021,12,Espagne,24146
2021,12,Royaume-Uni,10385
2021,12,Italie,6863
2021,12,Allemagne,7557
2021,12,États-Unis,6807
2021,12,Belgique,5141
2021,12,Pays-Bas,5205
2021,12,Brésil,3025
2021,12,Canada,3594
2022,1,France,86914
2022,1,Espagne,43750
2022,1,Royaume-Uni,24039
2022,1,Italie,19024
2022,1,Allemagne,16272
2022,1,États-Unis,12596
2022,1,Belgique,11792
2022,1,Pays-Bas,12364
2022,1,Brésil,7779
2022,1,Canada,6014
2022,2,France,72140
2022,2,Espagne,40041
2022,2,Royaume-Uni,17456
2022,2,Italie,13415
2022,2,Allemagne,15250
2022,2,États-Unis,12956
2022,2,Belgique,7566
2022,2,Pays-Bas,9250
2022,2,Brésil,5385
2022,2,Canada,5672
2022,3,France,114640
2022,3,Espagne,59628
2022,3,Royaume-Uni,28337
2022,3,Italie,21270
2022,3,Allemagne,18318
2022,3,États-Unis,13604
2022,3,Belgique,10559
2022,3,Pays-Bas,12702
2022,3,Brésil,9614
2022,3,Canada,6904
2022,4,France,134312
2022,4,Espagne,66426
2022,4,Royaume-Uni,26263
2022,4,Italie,25969
2022,4,Allemagne,23104
2022,4,États-Unis,19791
2022,4,Belgique,12526
2022,4,Pays-Bas,16295
2022,4,Brésil,10252
2022,4,Canada,9769
2022,5,France,115886
2022,5,Espagne,79207
2022,5,Royaume-Uni,27106
2022,5,Italie,23738
2022,5,Allemagne,24806
2022,5,États-Unis,17790
2022,5,Belgique,16073
2022,5,Pays-Bas,14517
2022,5,Brésil,7827
2022,5,Canada,8352
2022,6,France,93674
2022,6,Espagne,52176
2022,6,Royaume-Uni,26860
2022,6,Italie,19765
2022,6,Allemagne,22231
2022,6,États-Unis,18773
2022,6,Belgique,13640
2022,6,Pays-Bas,10587
2022,6,Brésil,8537
2022,6,Canada,7851
2022,7,France,174849
2022,7,Espagne,103744
2022,7,Royaume-Uni,38873
2022,7,Italie,30924
2022,7,Allemagne,34239
2022,7,États-Unis,27348
2022,7,Belgique,20340
2022,7,Pays-Bas,24168
2022,7,Brésil,14428
2022,7,Canada,16684
2022,8,France,199325
2022,8,Espagne,111875
2022,8,Royaume-Uni,55724
2022,8,Italie,41409
2022,8,Allemagne,40120
2022,8,États-Unis,30372
2022,8,Belgique,23579
2022,8,Pays-Bas,21206
2022,8,Brésil,13898
2022,8,Canada,13860
2022,9,France,127487
2022,9,Espagne,74377
2022,9,Royaume-Uni,30849
2022,9,Italie,34899
2022,9,Allemagne,26241
2022,9,États-Unis,22137
2022,9,Belgique,17501
2022,9,Pays-Bas,17235
2022,9,Brésil,11516
2022,9,Canada,12205
2022,10,France,114668
2022,10,Espagne,71193
2022,10,Royaume-Uni,37190
2022,10,Italie,24064
2022,10,Allemagne,29504
2022,10,États-Unis,21520
2022,10,Belgique,17377
2022,10,Pays-Bas,16442
2022,10,Brésil,11643
2022,10,Canada,9455
2022,11,France,91447
2022,11,Espagne,65438
2022,11,Royaume-Uni,20784
2022,11,Italie,22553
2022,11,Allemagne,19962
2022,11,États-Unis,18982
2022,11,Belgique,14561
2022,11,Pays-Bas,11368
2022,11,Brésil,7812
2022,11,Canada,7889
2022,12,France,92012
2022,12,Espagne,67761
2022,12,Royaume-Uni,27783
2022,12,Italie,18163
2022,12,Allemagne,17393
2022,12,États-Unis,15182
2022,12,Belgique,12509
2022,12,Pays-Bas,13135
2022,12,Brésil,7075
2022,12,Canada,8605
2023,1,France,108591
2023,1,Espagne,59838
2023,1,Royaume-Uni,25516
2023,1,Italie,21000
2023,1,Allemagne,21744
2023,1,États-Unis,17643
2023,1,Belgique,14010
2023,1,Pays-Bas,14670
2023,1,Brésil,8343
2023,1,Canada,10483
2023,2,France,94785
2023,2,Espagne,60945
2023,2,Royaume-Uni,20777
2023,2,Italie,16856
2023,2,Allemagne,17743
2023,2,États-Unis,18117
2023,2,Belgique,11371
2023,2,Pays-Bas,13386
2023,2,Brésil,9199
2023,2,Canada,8933
2023,3,France,156859
2023,3,Espagne,68494
2023,3,Royaume-Uni,34550
2023,3,Italie,30399
2023,3,Allemagne,30697
2023,3,États-Unis,23647
2023,3,Belgique,18931
2023,3,Pays-Bas,14448
2023,3,Brésil,9370
2023,3,Canada,10311
2023,4,France,132549
2023,4,Espagne,92771
2023,4,Royaume-Uni,31580
2023,4,Italie,29528
2023,4,Allemagne,26828
2023,4,États-Unis,26558
2023,4,Belgique,21718
2023,4,Pays-Bas,17464
2023,4,Brésil,11584
2023,4,Canada,14441
2023,5,France,158628
2023,5,Espagne,106117
2023,5,Royaume-Uni,37743
2023,5,Italie,32126
2023,5,Allemagne,30925
2023,5,États-Unis,21783
2023,5,Belgique,18764
2023,5,Pays-Bas,19092
2023,5,Brésil,12634
2023,5,Canada,12737
2023,6,France,119433
2023,6,Espagne,86535
2023,6,Royaume-Uni,28207
2023,6,Italie,26238
2023,6,Allemagne,29309
2023,6,États-Unis,20470
2023,6,Belgique,16984
2023,6,Pays-Bas,17664
2023,6,Brésil,9711
2023,6,Canada,11339
2023,7,France,257346
2023,7,Espagne,129592
2023,7,Royaume-Uni,56004
2023,7,Italie,50071
2023,7,Allemagne,54562
2023,7,États-Unis,36570
2023,7,Belgique,30162
2023,7,Pays-Bas,31680
2023,7,Brésil,18331
2023,7,Canada,17336
2023,8,France,284287
2023,8,Espagne,175938
2023,8,Royaume-Uni,66788
2023,8,Italie,57917
2023,8,Allemagne,59677
2023,8,États-Unis,46362
2023,8,Belgique,33680
2023,8,Pays-Bas,28352
2023,8,Brésil,18356
2023,8,Canada,21435
2023,9,France,183575
2023,9,Espagne,121051
2023,9,Royaume-Uni,41730
2023,9,Italie,36237
2023,9,Allemagne,35033
2023,9,États-Unis,30708
2023,9,Belgique,26610
2023,9,Pays-Bas,21597
2023,9,Brésil,18194
2023,9,Canada,18480
2023,10,France,205729
2023,10,Espagne,103424
2023,10,Royaume-Uni,47047
2023,10,Italie,37245
2023,10,Allemagne,40667
2023,10,États-Unis,25562
2023,10,Belgique,18714
2023,10,Pays-Bas,18967
2023,10,Brésil,15993
2023,10,Canada,12438
2023,11,France,155654
2023,11,Espagne,90786
2023,11,Royaume-Uni,29132
2023,11,Italie,25044
2023,11,Allemagne,29975
2023,11,États-Unis,19418
2023,11,Belgique,18596
2023,11,Pays-Bas,18614
2023,11,Brésil,12784
2023,11,Canada,11166
2023,12,France,154545
2023,12,Espagne,82932
2023,12,Royaume-Uni,31423
2023,12,Italie,28190
2023,12,Allemagne,25051
2023,12,États-Unis,23784
2023,12,Belgique,17967
2023,12,Pays-Bas,18049
2023,12,Brésil,9477
2023,12,Canada,10409
2024,1,France,115713
2024,1,Espagne,86103
2024,1,Royaume-Uni,35088
2024,1,Italie,24619
2024,1,Allemagne,28943
2024,1,États-Unis,25048
2024,1,Belgique,15220
2024,1,Pays-Bas,15287
2024,1,Brésil,11197
2024,1,Canada,10306
2024,2,France,104344
2024,2,Espagne,68163
2024,2,Royaume-Uni,26503
2024,2,Italie,23978
2024,2,Allemagne,24296
2024,2,États-Unis,18460
2024,2,Belgique,11572
2024,2,Pays-Bas,15206
2024,2,Brésil,10030
2024,2,Canada,8240
2024,3,France,150032
2024,3,Espagne,90178
2024,3,Royaume-Uni,38031
2024,3,Italie,30924
2024,3,Allemagne,32918
2024,3,États-Unis,22076
2024,3,Belgique,15794
2024,3,Pays-Bas,20493
2024,3,Brésil,13813
2024,3,Canada,10819
2024,4,France,174086
2024,4,Espagne,120082
2024,4,Royaume-Uni,39571
2024,4,Italie,30192
2024,4,Allemagne,31678
2024,4,États-Unis,26773
2024,4,Belgique,23113
2024,4,Pays-Bas,24989
2024,4,Brésil,13348
2024,4,Canada,15893
2024,5,France,157848
2024,5,Espagne,123538
2024,5,Royaume-Uni,47111
2024,5,Italie,39461
2024,5,Allemagne,29807
2024,5,États-Unis,23642
2024,5,Belgique,18234
2024,5,Pays-Bas,20060
2024,5,Brésil,15519
2024,5,Canada,13688
2024,6,France,160135
2024,6,Espagne,100653
2024,6,Royaume-Uni,33326
2024,6,Italie,32623
2024,6,Allemagne,25600
2024,6,États-Unis,28660
2024,6,Belgique,16863
2024,6,Pays-Bas,19399
2024,6,Brésil,11619
2024,6,Canada,13648
2024,7,France,295079
2024,7,Espagne,161991
2024,7,Royaume-Uni,55601
2024,7,Italie,50458
2024,7,Allemagne,50904
2024,7,États-Unis,49089
2024,7,Belgique,32508
2024,7,Pays-Bas,33805
2024,7,Brésil,20602
2024,7,Canada,21364
2024,8,France,281424
2024,8,Espagne,184020
2024,8,Royaume-Uni,76397
2024,8,Italie,65528
2024,8,Allemagne,60350
2024,8,États-Unis,48383
2024,8,Belgique,41480
2024,8,Pays-Bas,43970
2024,8,Brésil,26534
2024,8,Canada,21372
2024,9,France,225670
2024,9,Espagne,145945
2024,9,Royaume-Uni,55180
2024,9,Italie,49703
2024,9,Allemagne,50953
2024,9,États-Unis,36893
2024,9,Belgique,26991
2024,9,Pays-Bas,27683
2024,9,Brésil,20114
2024,9,Canada,15853
2024,10,France,188096
2024,10,Espagne,106187
2024,10,Royaume-Uni,53411
2024,10,Italie,41904
2024,10,Allemagne,34255
2024,10,États-Unis,30753
2024,10,Belgique,20827
2024,10,Pays-Bas,27738
2024,10,Brésil,16283
2024,10,Canada,17053
2024,11,France,149482
2024,11,Espagne,79133
2024,11,Royaume-Uni,34955
2024,11,Italie,28719
2024,11,Allemagne,29577
2024,11,États-Unis,22964
2024,11,Belgique,19917
2024,11,Pays-Bas,17468
2024,11,Brésil,14448
2024,11,Canada,13859
2024,12,France,142244
2024,12,Espagne,105564
2024,12,Royaume-Uni,31877
2024,12,Italie,33730
2024,12,Allemagne,29901
2024,12,États-Unis,26032
2024,12,Belgique,15696
2024,12,Pays-Bas,21221
2024,12,Brésil,13345
2024,12,Canada,11747
2025,1,France,171658
2025,1,Espagne,78785
2025,1,Royaume-Uni,31829
2025,1,Italie,26218
2025,1,Allemagne,34976
2025,1,États-Unis,25394
2025,1,Belgique,20709
2025,1,Pays-Bas,17593
2025,1,Brésil,10268
2025,1,Canada,10392
2025,2,France,116201
2025,2,Espagne,82571
2025,2,Royaume-Uni,27519
2025,2,Italie,24474
2025,2,Allemagne,21996
2025,2,États-Unis,22791
2025,2,Belgique,17310
2025,2,Pays-Bas,14742
2025,2,Brésil,11085
2025,2,Canada,9176
2025,3,France,192600
2025,3,Espagne,122020
2025,3,Royaume-Uni,37483
2025,3,Italie,36073
2025,3,Allemagne,35481
2025,3,États-Unis,23433
2025,3,Belgique,23452
2025,3,Pays-Bas,22302
2025,3,Brésil,12126
2025,3,Canada,14548
2025,4,France,223888
2025,4,Espagne,142909
2025,4,Royaume-Uni,47188
2025,4,Italie,46038
2025,4,Allemagne,40823
2025,4,États-Unis,36782
2025,4,Belgique,24401
2025,4,Pays-Bas,20712
2025,4,Brésil,15417
2025,4,Canada,15720
2025,5,France,188671
2025,5,Espagne,115451
2025,5,Royaume-Uni,55167
2025,5,Italie,38864
2025,5,Allemagne,36881
2025,5,États-Unis,29040
2025,5,Belgique,28459
2025,5,Pays-Bas,24738
2025,5,Brésil,18730
2025,5,Canada,16309
2025,6,France,173986
2025,6,Espagne,89299
2025,6,Royaume-Uni,46685
2025,6,Italie,31241
2025,6,Allemagne,39704
2025,6,États-Unis,28862
2025,6,Belgique,20127
2025,6,Pays-Bas,18878
2025,6,Brésil,13277
2025,6,Canada,12433
2025,7,France,354624
2025,7,Espagne,174191
2025,7,Royaume-Uni,85631
2025,7,Italie,60888
2025,7,Allemagne,59274
2025,7,États-Unis,50639
2025,7,Belgique,41353
2025,7,Pays-Bas,41452
2025,7,Brésil,26667
2025,7,Canada,20978
2025,8,France,349741
2025,8,Espagne,244977
2025,8,Royaume-Uni,92980
2025,8,Italie,73602
2025,8,Allemagne,78610
2025,8,États-Unis,46765
2025,8,Belgique,41234
2025,8,Pays-Bas,46263
2025,8,Brésil,29676
2025,8,Canada,31918
2025,9,France,291657
2025,9,Espagne,169949
2025,9,Royaume-Uni,68011
2025,9,Italie,44430
2025,9,Allemagne,41983
2025,9,États-Unis,47212
2025,9,Belgique,27150
2025,9,Pays-Bas,32529
2025,9,Brésil,20094
2025,9,Canada,17097
2025,10,France,209848
2025,10,Espagne,126218
2025,10,Royaume-Uni,55836
2025,10,Italie,51519
2025,10,Allemagne,49274
2025,10,États-Unis,39051
2025,10,Belgique,23073
2025,10,Pays-Bas,31858
2025,10,Brésil,18536
2025,10,Canada,19597
2025,11,France,163709
2025,11,Espagne,120768
2025,11,Royaume-Uni,37427
2025,11,Italie,30368
2025,11,Allemagne,38083
2025,11,États-Unis,30940
2025,11,Belgique,17438
2025,11,Pays-Bas,21905
2025,11,Brésil,12850
2025,11,Canada,13288
2025,12,France,186909
2025,12,Espagne,105728
2025,12,Royaume-Uni,41825
2025,12,Italie,33621
2025,12,Allemagne,34905
2025,12,États-Unis,33335
2025,12,Belgique,24992
2025,12,Pays-Bas,23429
2025,12,Brésil,13649
2025,12,Canada,14178
2026,1,France,142432
2026,1,Espagne,85772
2026,1,Royaume-Uni,46108
2026,1,Italie,34089
2026,1,Allemagne,37732
2026,1,États-Unis,25300
2026,1,Belgique,22449
2026,1,Pays-Bas,23271
2026,1,Brésil,15132
2026,1,Canada,14374
2026,2,France,164355
2026,2,Espagne,77207
2026,2,Royaume-Uni,38311
2026,2,Italie,28404
2026,2,Allemagne,31223
2026,2,États-Unis,19304
2026,2,Belgique,14995
2026,2,Pays-Bas,15980
2026,2,Brésil,11658
2026,2,Canada,13116
2026,3,France,178576
2026,3,Espagne,124302
2026,3,Royaume-Uni,42427
2026,3,Italie,41550
2026,3,Allemagne,40717
2026,3,États-Unis,27029
2026,3,Belgique,21241
2026,3,Pays-Bas,21061
2026,3,Brésil,18482
2026,3,Canada,14170
2026,4,France,263368
2026,4,Espagne,143630
2026,4,Royaume-Uni,55349
2026,4,Italie,52369
2026,4,Allemagne,40259
2026,4,États-Unis,35486
2026,4,Belgique,25347
2026,4,Pays-Bas,31521
2026,4,Brésil,20705
2026,4,Canada,17080
2026,5,France,222052
2026,5,Espagne,128775
2026,5,Royaume-Uni,62258
2026,5,Italie,44494
2026,5,Allemagne,46667
2026,5,États-Unis,41039
2026,5,Belgique,30677
2026,5,Pays-Bas,27465
2026,5,Brésil,17598
2026,5,Canada,17165
2026,6,France,230826
2026,6,Espagne,109542
2026,6,Royaume-Uni,50366
2026,6,Italie,34567
2026,6,Allemagne,41054
2026,6,États-Unis,31874
2026,6,Belgique,22267
2026,6,Pays-Bas,28190
2026,6,Brésil,16278
2026,6,Canada,13545
2026,7,France,405367
2026,7,Espagne,193748
2026,7,Royaume-Uni,81980
2026,7,Italie,62503
2026,7,Allemagne,81276
2026,7,États-Unis,64035
2026,7,Belgique,36967
2026,7,Pays-Bas,46499
2026,7,Brésil,27325
2026,7,Canada,28654
2026,8,France,373745
2026,8,Espagne,253273
2026,8,Royaume-Uni,97113
2026,8,Italie,82582
2026,8,Allemagne,73367
2026,8,États-Unis,57426
2026,8,Belgique,51150
2026,8,Pays-Bas,42365
2026,8,Brésil,29925
2026,8,Canada,26883
2026,9,France,253050
2026,9,Espagne,201828
2026,9,Royaume-Uni,75761
2026,9,Italie,51896
2026,9,Allemagne,51829
2026,9,États-Unis,40545
2026,9,Belgique,40505
2026,9,Pays-Bas,35955
2026,9,Brésil,21668
2026,9,Canada,25900
2026,10,France,234693
2026,10,Espagne,131859
2026,10,Royaume-Uni,54248
2026,10,Italie,55044
2026,10,Allemagne,58064
2026,10,États-Unis,35197
2026,10,Belgique,34746
2026,10,Pays-Bas,28373
2026,10,Brésil,17354
2026,10,Canada,18686
2026,11,France,215298
2026,11,Espagne,100933
2026,11,Royaume-Uni,45368
2026,11,Italie,39500
2026,11,Allemagne,36758
2026,11,États-Unis,31220
2026,11,Belgique,24260
2026,11,Pays-Bas,28067
2026,11,Brésil,13307
2026,11,Canada,13793
2026,12,France,235214
2026,12,Espagne,110673
2026,12,Royaume-Uni,47565
2026,12,Italie,45978
2026,12,Allemagne,45956
2026,12,États-Unis,27353
2026,12,Belgique,25512
2026,12,Pays-Bas,28308
2026,12,Brésil,15159
2026,12,Canada,14354
