date,total_arrivals,foreign_tourists,mre_arrivals,month
2014-01-11,16842,8589,8253,1
2014-01-12,18350,9359,8991,1
2014-01-13,20261,10333,9928,1
2014-01-14,18588,9480,9108,1
2014-01-15,15921,8120,7801,1
2014-01-16,20734,10574,10160,1
2014-01-17,17295,8820,8475,1
2014-01-18,17843,9100,8743,1
2014-01-19,15886,8102,7784,1
2014-01-20,20629,10521,10108,1
2014-01-21,17976,9168,8808,1
2014-01-22,16102,8212,7890,1
2014-01-23,20773,10594,10179,1
2014-01-24,18288,9327,8961,1
2014-01-25,20043,10222,9821,1
2014-01-26,20987,10703,10284,1
2014-01-27,19221,9803,9418,1
2014-01-28,15627,7970,7657,1
2014-01-01,19015,9698,9317,1
2014-01-02,19314,9850,9464,1
2014-01-03,18862,9620,9242,1
2014-02-04,16289,8307,7982,2
2014-02-05,16945,8642,8303,2
2014-02-06,13386,6827,6559,2
2014-02-07,15015,7658,7357,2
2014-02-08,16189,8256,7933,2
2014-02-09,14352,7320,7032,2
2014-02-10,13996,7138,6858,2
2014-02-11,13185,6724,6461,2
2014-02-12,13353,6810,6543,2
2014-02-13,13296,6781,6515,2
2014-02-14,14850,7574,7276,2
2014-02-15,15780,8048,7732,2
2014-02-16,15420,7864,7556,2
2014-02-17,14003,7142,6861,2
2014-02-18,14238,7261,6977,2
2014-02-19,15865,8091,7774,2
2014-02-20,15412,7860,7552,2
2014-02-21,13207,6736,6471,2
2014-02-22,16521,8426,8095,2
2014-02-23,16199,8261,7938,2
2014-02-24,13049,6655,6394,2
2014-02-25,13666,6970,6696,2
2014-02-26,14634,7463,7171,2
2014-02-27,15634,7973,7661,2
2014-02-28,15074,7688,7386,2
2014-02-01,14995,7647,7348,2
2014-02-02,16464,8397,8067,2
2014-02-03,14595,7443,7152,2
2014-02-04,17184,8764,8420,2
2014-02-05,14990,7645,7345,2
2014-03-06,23907,12193,11714,3
2014-03-07,21950,11195,10755,3
2014-03-08,21133,10778,10355,3
2014-03-09,18788,9582,9206,3
2014-03-10,24194,12339,11855,3
2014-03-11,20746,10580,10166,3
2014-03-12,18156,9260,8896,3
2014-03-13,20084,10243,9841,3
2014-03-14,23324,11895,11429,3
2014-03-15,19476,9933,9543,3
2014-03-16,23810,12143,11667,3
2014-03-17,21121,10772,10349,3
2014-03-18,23431,11950,11481,3
2014-03-19,19589,9990,9599,3
2014-03-20,20850,10634,10216,3
2014-03-21,18289,9327,8962,3
2014-03-22,20712,10563,10149,3
2014-03-23,20998,10709,10289,3
2014-03-24,19884,10141,9743,3
2014-03-25,21225,10825,10400,3
2014-03-26,23530,12000,11530,3
2014-03-27,22578,11515,11063,3
2014-03-28,19689,10041,9648,3
2014-03-01,24303,12395,11908,3
2014-03-02,22277,11361,10916,3
2014-03-03,23116,11789,11327,3
2014-03-04,19591,9991,9600,3
2014-03-05,18646,9509,9137,3
2014-03-06,23658,12066,11592,3
2014-03-07,20622,10517,10105,3
2014-03-08,19166,9775,9391,3
2014-04-08,22609,11531,11078,4
2014-04-09,25459,12984,12475,4
2014-04-10,25169,12836,12333,4
2014-04-11,21014,10717,10297,4
2014-04-12,25751,13133,12618,4
2014-04-13,23777,12126,11651,4
2014-04-14,27055,13798,13257,4
2014-04-15,26780,13658,13122,4
2014-04-16,27362,13955,13407,4
2014-04-17,24059,12270,11789,4
2014-04-18,21120,10771,10349,4
2014-04-19,27819,14188,13631,4
2014-04-20,21512,10971,10541,4
2014-04-21,26255,13390,12865,4
2014-04-22,27288,13917,13371,4
2014-04-23,22455,11452,11003,4
2014-04-24,21927,11183,10744,4
2014-04-25,24356,12422,11934,4
2014-04-26,27489,14019,13470,4
2014-04-27,24163,12323,11840,4
2014-03-31,25489,12999,12490,4
2014-04-01,22342,11394,10948,4
2014-04-02,22752,11604,11148,4
2014-04-03,22545,11498,11047,4
2014-04-04,23238,11851,11387,4
2014-04-05,21406,10917,10489,4
2014-04-06,23903,12191,11712,4
2014-04-07,23019,11740,11279,4
2014-04-08,27247,13896,13351,4
2014-04-09,21235,10830,10405,4
2014-05-10,22011,11226,10785,5
2014-05-11,20772,10594,10178,5
2014-05-12,24793,12644,12149,5
2014-05-13,25519,13015,12504,5
2014-05-14,23482,11976,11506,5
2014-05-15,27272,13909,13363,5
2014-05-16,27327,13937,13390,5
2014-05-17,23528,11999,11529,5
2014-05-18,26111,13317,12794,5
2014-05-19,24851,12674,12177,5
2014-05-20,24109,12296,11813,5
2014-05-21,26486,13508,12978,5
2014-05-22,22354,11401,10953,5
2014-05-23,25659,13086,12573,5
2014-05-24,23038,11749,11289,5
2014-05-25,23989,12234,11755,5
2014-05-26,22196,11320,10876,5
2014-05-27,24783,12639,12144,5
2014-04-30,23583,12027,11556,5
2014-05-01,22022,11231,10791,5
2014-05-02,25667,13090,12577,5
2014-05-03,21492,10961,10531,5
2014-05-04,20809,10613,10196,5
2014-05-05,27187,13865,13322,5
2014-05-06,26474,13502,12972,5
2014-05-07,25096,12799,12297,5
2014-05-08,21876,11157,10719,5
2014-05-09,27166,13855,13311,5
2014-05-10,21128,10775,10353,5
2014-05-11,26348,13437,12911,5
2014-05-12,23593,12032,11561,5
2014-06-13,18409,9389,9020,6
2014-06-14,20217,10311,9906,6
2014-06-15,20963,10691,10272,6
2014-06-16,18881,9629,9252,6
2014-06-17,20210,10307,9903,6
2014-06-18,20270,10338,9932,6
2014-06-19,22138,11290,10848,6
2014-06-20,20980,10700,10280,6
2014-06-21,21854,11146,10708,6
2014-06-22,19056,9719,9337,6
2014-06-23,20795,10605,10190,6
2014-06-24,19112,9747,9365,6
2014-06-25,22214,11329,10885,6
2014-06-26,19375,9881,9494,6
2014-06-27,22777,11616,11161,6
2014-05-31,18768,9572,9196,6
2014-06-01,22432,11440,10992,6
2014-06-02,20609,10511,10098,6
2014-06-03,22082,11262,10820,6
2014-06-04,19948,10173,9775,6
2014-06-05,19406,9897,9509,6
2014-06-06,21427,10928,10499,6
2014-06-07,20799,10607,10192,6
2014-06-08,23141,11802,11339,6
2014-06-09,21678,11056,10622,6
2014-06-10,22440,11444,10996,6
2014-06-11,24283,12384,11899,6
2014-06-12,19051,9716,9335,6
2014-06-13,23163,11813,11350,6
2014-06-14,20920,10669,10251,6
2014-07-16,31148,15885,15263,7
2014-07-17,34482,17586,16896,7
2014-07-18,32787,16721,16066,7
2014-07-19,38785,19780,19005,7
2014-07-20,40588,20700,19888,7
2014-07-21,31433,16031,15402,7
2014-07-22,39183,19983,19200,7
2014-07-23,35354,18031,17323,7
2014-07-24,39594,20193,19401,7
2014-07-25,40759,20787,19972,7
2014-07-26,35796,18256,17540,7
2014-07-27,37834,19295,18539,7
2014-07-28,31497,16063,15434,7
2014-07-01,32680,16667,16013,7
2014-07-02,41387,21107,20280,7
2014-07-03,40638,20725,19913,7
2014-07-04,31237,15931,15306,7
2014-07-05,39979,20389,19590,7
2014-07-06,36162,18443,17719,7
2014-07-07,31734,16184,15550,7
2014-07-08,36136,18429,17707,7
2014-07-09,38286,19526,18760,7
2014-07-10,40131,20467,19664,7
2014-07-11,37984,19372,18612,7
2014-07-12,36745,18740,18005,7
2014-07-13,34779,17737,17042,7
2014-07-14,38667,19720,18947,7
2014-07-15,41949,21394,20555,7
2014-07-16,40579,20695,19884,7
2014-07-17,40878,20848,20030,7
2014-08-17,46265,23595,22670,8
2014-08-18,49019,25000,24019,8
2014-08-19,46512,23721,22791,8
2014-08-20,48034,24497,23537,8
2014-08-21,44308,22597,21711,8
2014-08-22,46603,23768,22835,8
2014-08-23,36867,18802,18065,8
2014-08-24,41578,21205,20373,8
2014-08-25,37088,18915,18173,8
2014-08-26,47232,24088,23144,8
2014-08-27,45810,23363,22447,8
2014-08-01,39031,19906,19125,8
2014-08-02,44515,22703,21812,8
2014-08-02,44913,22906,22007,8
2014-08-03,44765,22830,21935,8
2014-08-04,37941,19350,18591,8
2014-08-05,48891,24934,23957,8
2014-08-06,38982,19881,19101,8
2014-08-07,41874,21356,20518,8
2014-08-08,48018,24489,23529,8
2014-08-09,39251,20018,19233,8
2014-08-10,47342,24144,23198,8
2014-08-11,48050,24506,23544,8
2014-08-12,42401,21625,20776,8
2014-08-13,41604,21218,20386,8
2014-08-14,37781,19268,18513,8
2014-08-15,39183,19983,19200,8
2014-08-16,49041,25011,24030,8
2014-08-17,39580,20186,19394,8
2014-08-18,45984,23452,22532,8
2014-08-19,43419,22144,21275,8
2014-09-20,28237,14401,13836,9
2014-09-21,26245,13385,12860,9
2014-09-22,31435,16032,15403,9
2014-09-23,29980,15290,14690,9
2014-09-24,30283,15444,14839,9
2014-09-25,32091,16366,15725,9
2014-09-26,27450,14000,13450,9
2014-09-27,31118,15870,15248,9
2014-08-31,34674,17684,16990,9
2014-09-01,31908,16273,15635,9
2014-09-02,27617,14085,13532,9
2014-09-03,34892,17795,17097,9
2014-09-04,28068,14315,13753,9
2014-09-05,29439,15014,14425,9
2014-09-06,34962,17831,17131,9
2014-09-07,28701,14638,14063,9
2014-09-08,33972,17326,16646,9
2014-09-09,32531,16591,15940,9
2014-09-10,27623,14088,13535,9
2014-09-11,32519,16585,15934,9
2014-09-12,30514,15562,14952,9
2014-09-13,33123,16893,16230,9
2014-09-14,34156,17420,16736,9
2014-09-15,31904,16271,15633,9
2014-09-16,30290,15448,14842,9
2014-09-17,34746,17720,17026,9
2014-09-18,33403,17036,16367,9
2014-09-19,27504,14027,13477,9
2014-09-20,34008,17344,16664,9
2014-09-21,30733,15674,15059,9
2014-10-22,23864,12171,11693,10
2014-10-23,27065,13803,13262,10
2014-10-24,28545,14558,13987,10
2014-10-25,31353,15990,15363,10
2014-10-27,26431,13480,12951,10
2014-10-28,23427,11948,11479,10
2014-09-30,26506,13518,12988,10
2014-10-01,29962,15281,14681,10
2014-10-02,23434,11951,11483,10
2014-10-03,28672,14623,14049,10
2014-10-04,25031,12766,12265,10
2014-10-05,31462,16046,15416,10
2014-10-06,28569,14570,13999,10
2014-10-07,27121,13832,13289,10
2014-10-08,30435,15522,14913,10
2014-10-09,28654,14614,14040,10
2014-10-10,31307,15967,15340,10
2014-10-11,26577,13554,13023,10
2014-10-12,26233,13379,12854,10
2014-10-13,29032,14806,14226,10
2014-10-14,26451,13490,12961,10
2014-10-15,28094,14328,13766,10
2014-10-16,24189,12336,11853,10
2014-10-17,30744,15679,15065,10
2014-10-18,31131,15877,15254,10
2014-10-19,25303,12905,12398,10
2014-10-20,28309,14438,13871,10
2014-10-21,26226,13375,12851,10
2014-10-22,28734,14654,14080,10
2014-10-23,29077,14829,14248,10
2014-10-24,26605,13569,13036,10
2014-11-26,24443,12466,11977,11
2014-11-27,20569,10490,10079,11
2014-11-28,20359,10383,9976,11
2014-11-01,19799,10097,9702,11
2014-11-02,23758,12117,11641,11
2014-11-03,20400,10404,9996,11
2014-11-04,20613,10513,10100,11
2014-11-05,21948,11193,10755,11
2014-11-06,21898,11168,10730,11
2014-11-07,22905,11682,11223,11
2014-11-08,20220,10312,9908,11
2014-11-09,23544,12007,11537,11
2014-11-10,21262,10844,10418,11
2014-11-11,22538,11494,11044,11
2014-11-12,24556,12524,12032,11
2014-11-13,22498,11474,11024,11
2014-11-14,18880,9629,9251,11
2014-11-15,18800,9588,9212,11
2014-11-16,24537,12514,12023,11
2014-11-17,18447,9408,9039,11
2014-11-18,19876,10137,9739,11
2014-11-19,24439,12464,11975,11
2014-11-20,22204,11324,10880,11
2014-11-21,22486,11468,11018,11
2014-11-22,22848,11652,11196,11
2014-11-23,19382,9885,9497,11
2014-11-24,21961,11200,10761,11
2014-11-25,18995,9687,9308,11
2014-11-26,19113,9748,9365,11
2014-11-27,20287,10346,9941,11
2014-12-28,22374,11411,10963,12
2014-12-01,23160,11812,11348,12
2014-12-02,21088,10755,10333,12
2014-12-03,21854,11146,10708,12
2014-12-04,23275,11870,11405,12
2014-12-05,23065,11763,11302,12
2014-12-06,22731,11593,11138,12
2014-12-07,19794,10095,9699,12
2014-12-08,20544,10477,10067,12
2014-12-09,19116,9749,9367,12
2014-12-10,20239,10322,9917,12
2014-12-11,18251,9308,8943,12
2014-12-12,20484,10447,10037,12
2014-12-13,20529,10470,10059,12
2014-12-14,20396,10402,9994,12
2014-12-15,23818,12147,11671,12
2014-12-16,23597,12034,11563,12
2014-12-17,19683,10038,9645,12
2014-12-18,22511,11481,11030,12
2014-12-19,22767,11611,11156,12
2014-12-20,19740,10067,9673,12
2014-12-21,24461,12475,11986,12
2014-12-22,22634,11543,11091,12
2014-12-23,20440,10424,10016,12
2014-12-24,18961,9670,9291,12
2014-12-25,23107,11785,11322,12
2014-12-26,19599,9995,9604,12
2014-12-27,24293,12389,11904,12
2014-12-28,19453,9921,9532,12
2014-12-01,23347,11907,11440,12
2015-01-01,19918,10158,9760,1
2015-01-02,19181,9782,9399,1
2015-01-03,19362,9875,9487,1
2015-01-04,21977,11208,10769,1
2015-01-05,19240,9812,9428,1
2015-01-06,17420,8884,8536,1
2015-01-07,19264,9825,9439,1
2015-01-08,20872,10645,10227,1
2015-01-09,18241,9303,8938,1
2015-01-10,18815,9596,9219,1
2015-01-11,20874,10646,10228,1
2015-01-12,22576,11514,11062,1
2015-01-13,21339,10883,10456,1
2015-01-14,19481,9935,9546,1
2015-01-15,19884,10141,9743,1
2015-01-16,21995,11217,10778,1
2015-01-17,17619,8986,8633,1
2015-01-18,21887,11162,10725,1
2015-01-19,22452,11451,11001,1
2015-01-20,22231,11338,10893,1
2015-01-21,20929,10674,10255,1
2015-01-22,20798,10607,10191,1
2015-01-23,22424,11436,10988,1
2015-01-24,21634,11033,10601,1
2015-01-25,18592,9482,9110,1
2015-01-26,17820,9088,8732,1
2015-01-27,18127,9245,8882,1
2015-01-28,21609,11021,10588,1
2015-01-01,20101,10252,9849,1
2015-01-02,21128,10775,10353,1
2015-01-03,21998,11219,10779,1
2015-02-04,18867,9622,9245,2
2015-02-05,17082,8712,8370,2
2015-02-06,14805,7551,7254,2
2015-02-07,17793,9074,8719,2
2015-02-08,16839,8588,8251,2
2015-02-09,15459,7884,7575,2
2015-02-10,15556,7934,7622,2
2015-02-11,18863,9620,9243,2
2015-02-12,15413,7861,7552,2
2015-02-13,18030,9195,8835,2
2015-02-14,19032,9706,9326,2
2015-02-15,15376,7842,7534,2
2015-02-16,16894,8616,8278,2
2015-02-17,17549,8950,8599,2
2015-02-18,14995,7647,7348,2
2015-02-19,15346,7826,7520,2
2015-02-20,14639,7466,7173,2
2015-02-21,14354,7321,7033,2
2015-02-22,15951,8135,7816,2
2015-02-23,15636,7974,7662,2
2015-02-24,17789,9072,8717,2
2015-02-25,18844,9610,9234,2
2015-02-26,16628,8480,8148,2
2015-02-27,16971,8655,8316,2
2015-02-28,15344,7825,7519,2
2015-02-01,17010,8675,8335,2
2015-02-02,19021,9701,9320,2
2015-02-03,16423,8376,8047,2
2015-02-04,16961,8650,8311,2
2015-02-05,17044,8692,8352,2
2015-03-06,24338,12412,11926,3
2015-03-07,22381,11414,10967,3
2015-03-08,21845,11141,10704,3
2015-03-09,26272,13399,12873,3
2015-03-10,21287,10856,10431,3
2015-03-11,25451,12980,12471,3
2015-03-12,22739,11597,11142,3
2015-03-13,23662,12068,11594,3
2015-03-14,26780,13658,13122,3
2015-03-15,21315,10871,10444,3
2015-03-16,22422,11435,10987,3
2015-03-17,24779,12637,12142,3
2015-03-18,23674,12074,11600,3
2015-03-19,22935,11697,11238,3
2015-03-20,21363,10895,10468,3
2015-03-21,25262,12884,12378,3
2015-03-22,20634,10523,10111,3
2015-03-23,25462,12986,12476,3
2015-03-24,22486,11468,11018,3
2015-03-25,27079,13810,13269,3
2015-03-26,23560,12016,11544,3
2015-03-27,23083,11772,11311,3
2015-03-28,24159,12321,11838,3
2015-03-01,23142,11802,11340,3
2015-03-02,23363,11915,11448,3
2015-03-03,21088,10755,10333,3
2015-03-04,26937,13738,13199,3
2015-03-05,22461,11455,11006,3
2015-03-06,21355,10891,10464,3
2015-03-07,25511,13011,12500,3
2015-03-08,25810,13163,12647,3
2015-04-08,27083,13812,13271,4
2015-04-09,25131,12817,12314,4
2015-04-10,29167,14875,14292,4
2015-04-11,26183,13353,12830,4
2015-04-12,25865,13191,12674,4
2015-04-13,27830,14193,13637,4
2015-04-14,23090,11776,11314,4
2015-04-15,30094,15348,14746,4
2015-04-16,27305,13926,13379,4
2015-04-17,25094,12798,12296,4
2015-04-18,27488,14019,13469,4
2015-04-19,25762,13139,12623,4
2015-04-20,27876,14217,13659,4
2015-04-21,23791,12133,11658,4
2015-04-22,25018,12759,12259,4
2015-04-23,28847,14712,14135,4
2015-04-24,30832,15724,15108,4
2015-04-25,27011,13776,13235,4
2015-04-26,28825,14701,14124,4
2015-04-27,26136,13329,12807,4
2015-03-31,29519,15055,14464,4
2015-04-01,29500,15045,14455,4
2015-04-02,29754,15175,14579,4
2015-04-03,25304,12905,12399,4
2015-04-04,28985,14782,14203,4
2015-04-05,27406,13977,13429,4
2015-04-06,25195,12849,12346,4
2015-04-07,26893,13715,13178,4
2015-04-08,29664,15129,14535,4
2015-04-09,25195,12849,12346,4
2015-05-10,25584,13048,12536,5
2015-05-11,30619,15616,15003,5
2015-05-12,30965,15792,15173,5
2015-05-13,23788,12132,11656,5
2015-05-14,27901,14230,13671,5
2015-05-15,25405,12957,12448,5
2015-05-16,28542,14556,13986,5
2015-05-17,30730,15672,15058,5
2015-05-18,28628,14600,14028,5
2015-05-19,26661,13597,13064,5
2015-05-20,23958,12219,11739,5
2015-05-21,23268,11867,11401,5
2015-05-22,26361,13444,12917,5
2015-05-23,27405,13977,13428,5
2015-05-24,26313,13420,12893,5
2015-05-25,25083,12792,12291,5
2015-05-26,27031,13786,13245,5
2015-05-27,24810,12653,12157,5
2015-04-30,30146,15374,14772,5
2015-05-01,26636,13584,13052,5
2015-05-02,28151,14357,13794,5
2015-05-03,29639,15116,14523,5
2015-05-04,24223,12354,11869,5
2015-05-05,23523,11997,11526,5
2015-05-06,27876,14217,13659,5
2015-05-07,30762,15689,15073,5
2015-05-08,24637,12565,12072,5
2015-05-09,29311,14949,14362,5
2015-05-10,24152,12318,11834,5
2015-05-11,30206,15405,14801,5
2015-05-12,23193,11828,11365,5
2015-06-13,23063,11762,11301,6
2015-06-15,25418,12963,12455,6
2015-06-16,21931,11185,10746,6
2015-06-17,20654,10534,10120,6
2015-06-18,22850,11654,11196,6
2015-06-19,20900,10659,10241,6
2015-06-20,26932,13735,13197,6
2015-06-21,21425,10927,10498,6
2015-06-22,24003,12242,11761,6
2015-06-23,24383,12435,11948,6
2015-06-24,26470,13500,12970,6
2015-06-25,26298,13412,12886,6
2015-06-26,23266,11866,11400,6
2015-06-27,22660,11557,11103,6
2015-06-28,22687,11570,11117,6
2015-05-31,25238,12871,12367,6
2015-06-01,25822,13169,12653,6
2015-06-02,20179,10291,9888,6
2015-06-03,20362,10385,9977,6
2015-06-04,22511,11481,11030,6
2015-06-05,21101,10762,10339,6
2015-06-06,23815,12146,11669,6
2015-06-07,23080,11771,11309,6
2015-06-08,24398,12443,11955,6
2015-06-09,24073,12277,11796,6
2015-06-10,25265,12885,12380,6
2015-06-11,24671,12582,12089,6
2015-06-12,25863,13190,12673,6
2015-06-13,20425,10417,10008,6
2015-06-15,24298,12392,11906,6
2015-07-16,37354,19051,18303,7
2015-07-17,43203,22034,21169,7
2015-07-18,43952,22416,21536,7
2015-07-19,43760,22318,21442,7
2015-07-19,41015,20918,20097,7
2015-07-20,36106,18414,17692,7
2015-07-21,37473,19111,18362,7
2015-07-22,35429,18069,17360,7
2015-07-23,34759,17727,17032,7
2015-07-24,35696,18205,17491,7
2015-07-25,44384,22636,21748,7
2015-07-26,40271,20538,19733,7
2015-07-27,42137,21490,20647,7
2015-07-01,43756,22316,21440,7
2015-07-02,43545,22208,21337,7
2015-07-03,39824,20310,19514,7
2015-07-04,45569,23240,22329,7
2015-07-05,35573,18142,17431,7
2015-07-06,43578,22225,21353,7
2015-07-07,36859,18798,18061,7
2015-07-08,41578,21205,20373,7
2015-07-09,35386,18047,17339,7
2015-07-10,42876,21867,21009,7
2015-07-11,37710,19232,18478,7
2015-07-12,36828,18782,18046,7
2015-07-13,34390,17539,16851,7
2015-07-14,38444,19606,18838,7
2015-07-15,42763,21809,20954,7
2015-07-16,39905,20352,19553,7
2015-07-17,40910,20864,20046,7
2015-08-17,41383,21105,20278,8
2015-08-18,43226,22045,21181,8
2015-08-19,46657,23795,22862,8
2015-08-20,50334,25670,24664,8
2015-08-21,43328,22097,21231,8
2015-08-22,46642,23787,22855,8
2015-08-23,51694,26364,25330,8
2015-08-24,47243,24094,23149,8
2015-08-25,47065,24003,23062,8
2015-08-26,49382,25185,24197,8
2015-08-27,46953,23946,23007,8
2015-07-31,42890,21874,21016,8
2015-08-01,52672,26863,25809,8
2015-08-02,44237,22561,21676,8
2015-08-03,47685,24319,23366,8
2015-08-04,44137,22510,21627,8
2015-08-05,42453,21651,20802,8
2015-08-06,45919,23419,22500,8
2015-08-07,50880,25949,24931,8
2015-08-08,53384,27226,26158,8
2015-08-09,45795,23355,22440,8
2015-08-10,46077,23499,22578,8
2015-08-11,43205,22035,21170,8
2015-08-12,50786,25901,24885,8
2015-08-13,42055,21448,20607,8
2015-08-14,44677,22785,21892,8
2015-08-15,40218,20511,19707,8
2015-08-16,49036,25008,24028,8
2015-08-17,47873,24415,23458,8
2015-08-18,45246,23075,22171,8
2015-08-19,45328,23117,22211,8
2015-09-20,33399,17033,16366,9
2015-09-21,31770,16203,15567,9
2015-09-22,33518,17094,16424,9
2015-09-23,37163,18953,18210,9
2015-09-24,37312,19029,18283,9
2015-09-25,34063,17372,16691,9
2015-09-26,35598,18155,17443,9
2015-09-27,37714,19234,18480,9
2015-08-31,31623,16128,15495,9
2015-09-01,37029,18885,18144,9
2015-09-02,36902,18820,18082,9
2015-09-03,32048,16344,15704,9
2015-09-04,32872,16765,16107,9
2015-09-05,28691,14632,14059,9
2015-09-06,33850,17264,16586,9
2015-09-07,30484,15547,14937,9
2015-09-08,30928,15773,15155,9
2015-09-09,29651,15122,14529,9
2015-09-10,29121,14852,14269,9
2015-09-11,36682,18708,17974,9
2015-09-12,29555,15073,14482,9
2015-09-13,31874,16256,15618,9
2015-09-14,30832,15724,15108,9
2015-09-15,29729,15162,14567,9
2015-09-16,36154,18439,17715,9
2015-09-17,32591,16621,15970,9
2015-09-18,33545,17108,16437,9
2015-09-19,37193,18968,18225,9
2015-09-20,34944,17821,17123,9
2015-09-21,35315,18011,17304,9
2015-10-22,28024,14292,13732,10
2015-10-23,26346,13436,12910,10
2015-10-24,29656,15125,14531,10
2015-10-26,29388,14988,14400,10
2015-10-27,31355,15991,15364,10
2015-10-28,32038,16339,15699,10
2015-09-30,29909,15254,14655,10
2015-10-01,26403,13466,12937,10
2015-10-02,28616,14594,14022,10
2015-10-03,25792,13154,12638,10
2015-10-04,26083,13302,12781,10
2015-10-05,27347,13947,13400,10
2015-10-06,30321,15464,14857,10
2015-10-07,30713,15664,15049,10
2015-10-08,30717,15666,15051,10
2015-10-09,32296,16471,15825,10
2015-10-10,28725,14650,14075,10
2015-10-11,29384,14986,14398,10
2015-10-12,31953,16296,15657,10
2015-10-13,31196,15910,15286,10
2015-10-14,30207,15406,14801,10
2015-10-15,34648,17670,16978,10
2015-10-16,32393,16520,15873,10
2015-10-17,26794,13665,13129,10
2015-10-18,33086,16874,16212,10
2015-10-19,29793,15194,14599,10
2015-10-20,28987,14783,14204,10
2015-10-21,25985,13252,12733,10
2015-10-22,30256,15431,14825,10
2015-10-23,29898,15248,14650,10
2015-10-24,30665,15639,15026,10
2015-11-26,26700,13617,13083,11
2015-11-27,22898,11678,11220,11
2015-11-28,22980,11720,11260,11
2015-11-01,24322,12404,11918,11
2015-11-02,21966,11203,10763,11
2015-11-03,25445,12977,12468,11
2015-11-04,20832,10624,10208,11
2015-11-05,21933,11186,10747,11
2015-11-06,26151,13337,12814,11
2015-11-07,25237,12871,12366,11
2015-11-08,23865,12171,11694,11
2015-11-09,25703,13109,12594,11
2015-11-10,23757,12116,11641,11
2015-11-11,21721,11078,10643,11
2015-11-12,24945,12722,12223,11
2015-11-13,25867,13192,12675,11
2015-11-14,22123,11283,10840,11
2015-11-15,20597,10504,10093,11
2015-11-16,22096,11269,10827,11
2015-11-17,23436,11952,11484,11
2015-11-18,23930,12204,11726,11
2015-11-19,22438,11443,10995,11
2015-11-20,23359,11913,11446,11
2015-11-21,23551,12011,11540,11
2015-11-22,20858,10638,10220,11
2015-11-23,24192,12338,11854,11
2015-11-24,27119,13831,13288,11
2015-11-25,25949,13234,12715,11
2015-11-26,25198,12851,12347,11
2015-11-27,25764,13140,12624,11
2015-12-28,25210,12857,12353,12
2015-12-01,23663,12068,11595,12
2015-12-02,26506,13518,12988,12
2015-12-03,21501,10966,10535,12
2015-12-04,26960,13750,13210,12
2015-12-05,26581,13556,13025,12
2015-12-06,26607,13570,13037,12
2015-12-07,23603,12038,11565,12
2015-12-08,26113,13318,12795,12
2015-12-09,27101,13822,13279,12
2015-12-10,20712,10563,10149,12
2015-12-11,23029,11745,11284,12
2015-12-12,21373,10900,10473,12
2015-12-13,23281,11873,11408,12
2015-12-14,26574,13553,13021,12
2015-12-15,21078,10750,10328,12
2015-12-16,25987,13253,12734,12
2015-12-17,23738,12106,11632,12
2015-12-18,25051,12776,12275,12
2015-12-19,22406,11427,10979,12
2015-12-20,27099,13820,13279,12
2015-12-21,23476,11973,11503,12
2015-12-22,22036,11238,10798,12
2015-12-23,22390,11419,10971,12
2015-12-24,22866,11662,11204,12
2015-12-25,20420,10414,10006,12
2015-12-26,24326,12406,11920,12
2015-12-27,26262,13394,12868,12
2015-12-28,25671,13092,12579,12
2015-12-01,26000,13260,12740,12
2016-01-01,21491,10960,10531,1
2016-01-02,18466,9418,9048,1
2016-01-03,21850,11144,10706,1
2016-01-04,21334,10880,10454,1
2016-01-05,21611,11022,10589,1
2016-01-06,17521,8936,8585,1
2016-01-07,17807,9082,8725,1
2016-01-08,22066,11254,10812,1
2016-01-09,22783,11619,11164,1
2016-01-10,21890,11164,10726,1
2016-01-11,22619,11536,11083,1
2016-01-12,17507,8929,8578,1
2016-01-13,22513,11482,11031,1
2016-01-14,19990,10195,9795,1
2016-01-15,21595,11013,10582,1
2016-01-16,17560,8956,8604,1
2016-01-17,17997,9178,8819,1
2016-01-18,19814,10105,9709,1
2016-01-19,21303,10865,10438,1
2016-01-20,21747,11091,10656,1
2016-01-21,22619,11536,11083,1
2016-01-22,22022,11231,10791,1
2016-01-23,23400,11934,11466,1
2016-01-24,21377,10902,10475,1
2016-01-25,22409,11429,10980,1
2016-01-26,22817,11637,11180,1
2016-01-27,19321,9854,9467,1
2016-01-28,23100,11781,11319,1
2016-01-01,23240,11852,11388,1
2016-01-02,21834,11135,10699,1
2016-01-03,21814,11125,10689,1
2016-02-04,19433,9911,9522,2
2016-02-05,19082,9732,9350,2
2016-02-06,19491,9940,9551,2
2016-02-07,16752,8544,8208,2
2016-02-08,19512,9951,9561,2
2016-02-09,19456,9923,9533,2
2016-02-10,19246,9815,9431,2
2016-02-11,15869,8093,7776,2
2016-02-12,16467,8398,8069,2
2016-02-13,18530,9450,9080,2
2016-02-14,19452,9921,9531,2
2016-02-15,16497,8413,8084,2
2016-02-16,18925,9652,9273,2
2016-02-17,15088,7695,7393,2
2016-02-18,15085,7693,7392,2
2016-02-19,16382,8355,8027,2
2016-02-20,18979,9679,9300,2
2016-02-21,18260,9313,8947,2
2016-02-22,17805,9081,8724,2
2016-02-23,19111,9747,9364,2
2016-02-24,18865,9621,9244,2
2016-02-25,17886,9122,8764,2
2016-02-26,16445,8387,8058,2
2016-02-27,19260,9823,9437,2
2016-02-28,17789,9072,8717,2
