year,month,airport_code,airport_name,passengers
2007,12,MEK,Meknes,1405
2008,1,RAK,Marrakech Menara,144201
2008,2,RAK,Marrakech Menara,129523
2008,3,RAK,Marrakech Menara,164655
2008,4,RAK,Marrakech Menara,176620
2008,5,RAK,Marrakech Menara,171122
2008,6,RAK,Marrakech Menara,155349
2008,7,RAK,Marrakech Menara,304199
2008,8,RAK,Marrakech Menara,348231
2008,9,RAK,Marrakech Menara,250940
2008,10,RAK,Marrakech Menara,224538
2008,11,RAK,Marrakech Menara,151932
2008,12,RAK,Marrakech Menara,160298
2008,1,CMN,Casablanca Mohammed V,173960
2008,2,CMN,Casablanca Mohammed V,145993
2008,3,CMN,Casablanca Mohammed V,210299
2008,4,CMN,Casablanca Mohammed V,256184
2008,5,CMN,Casablanca Mohammed V,255903
2008,6,CMN,Casablanca Mohammed V,220964
2008,7,CMN,Casablanca Mohammed V,376059
2008,8,CMN,Casablanca Mohammed V,401775
2008,9,CMN,Casablanca Mohammed V,285767
2008,10,CMN,Casablanca Mohammed V,270718
2008,11,CMN,Casablanca Mohammed V,212387
2008,12,CMN,Casablanca Mohammed V,211112
2008,1,TNG,Tanger Ibn Battouta,87527
2008,2,TNG,Tanger Ibn Battouta,70630
2008,3,TNG,Tanger Ibn Battouta,99762
2008,4,TNG,Tanger Ibn Battouta,116416
2008,5,TNG,Tanger Ibn Battouta,120110
2008,6,TNG,Tanger Ibn Battouta,111398
2008,7,TNG,Tanger Ibn Battouta,168515
2008,8,TNG,Tanger Ibn Battouta,224720
2008,9,TNG,Tanger Ibn Battouta,142461
2008,10,TNG,Tanger Ibn Battouta,135170
2008,11,TNG,Tanger Ibn Battouta,94655
2008,12,TNG,Tanger Ibn Battouta,110633
2008,1,AGA,Agadir Al Massira,57441
2008,2,AGA,Agadir Al Massira,48861
2008,3,AGA,Agadir Al Massira,73022
2008,4,AGA,Agadir Al Massira,86204
2008,5,AGA,Agadir Al Massira,77109
2008,6,AGA,Agadir Al Massira,69781
2008,7,AGA,Agadir Al Massira,127849
2008,8,AGA,Agadir Al Massira,140587
2008,9,AGA,Agadir Al Massira,93614
2008,10,AGA,Agadir Al Massira,88597
2008,11,AGA,Agadir Al Massira,67372
2008,12,AGA,Agadir Al Massira,68085
2008,1,FEZ,Fès Saïss,33974
2008,2,FEZ,Fès Saïss,26615
2008,3,FEZ,Fès Saïss,37254
2008,4,FEZ,Fès Saïss,42201
2008,5,FEZ,Fès Saïss,41057
2008,6,FEZ,Fès Saïss,33304
2008,7,FEZ,Fès Saïss,64880
2008,8,FEZ,Fès Saïss,68649
2008,9,FEZ,Fès Saïss,52080
2008,10,FEZ,Fès Saïss,43669
2008,11,FEZ,Fès Saïss,33890
2008,12,FEZ,Fès Saïss,33396
2008,1,RBA,Rabat-Salé,20578
2008,2,RBA,Rabat-Salé,15968
2008,3,RBA,Rabat-Salé,24149
2008,4,RBA,Rabat-Salé,27020
2008,5,RBA,Rabat-Salé,28580
2008,6,RBA,Rabat-Salé,24793
2008,7,RBA,Rabat-Salé,42172
2008,8,RBA,Rabat-Salé,46025
2008,9,RBA,Rabat-Salé,33190
2008,10,RBA,Rabat-Salé,30494
2008,11,RBA,Rabat-Salé,22495
2008,12,RBA,Rabat-Salé,25777
2008,1,OUD,Oujda Angads,14336
2008,2,OUD,Oujda Angads,12354
2008,3,OUD,Oujda Angads,16284
2008,4,OUD,Oujda Angads,18272
2008,5,OUD,Oujda Angads,17443
2008,6,OUD,Oujda Angads,15210
2008,7,OUD,Oujda Angads,25694
2008,8,OUD,Oujda Angads,29282
2008,9,OUD,Oujda Angads,21826
2008,10,OUD,Oujda Angads,19383
2008,11,OUD,Oujda Angads,17296
2008,12,OUD,Oujda Angads,14717
2008,1,NDR,Nador Ibn Batouta,13404
2008,2,NDR,Nador Ibn Batouta,10864
2008,3,NDR,Nador Ibn Batouta,15255
2008,4,NDR,Nador Ibn Batouta,17018
2008,5,NDR,Nador Ibn Batouta,18439
2008,6,NDR,Nador Ibn Batouta,14656
2008,7,NDR,Nador Ibn Batouta,25079
2008,8,NDR,Nador Ibn Batouta,32483
2008,9,NDR,Nador Ibn Batouta,22947
2008,10,NDR,Nador Ibn Batouta,19047
2008,11,NDR,Nador Ibn Batouta,14566
2008,12,NDR,Nador Ibn Batouta,13897
2008,1,ERH,Errachidia Moulay Ali Cherif,5689
2008,2,ERH,Errachidia Moulay Ali Cherif,4054
2008,3,ERH,Errachidia Moulay Ali Cherif,6624
2008,4,ERH,Errachidia Moulay Ali Cherif,7761
2008,5,ERH,Errachidia Moulay Ali Cherif,7723
2008,6,ERH,Errachidia Moulay Ali Cherif,5683
2008,7,ERH,Errachidia Moulay Ali Cherif,10725
2008,8,ERH,Errachidia Moulay Ali Cherif,11814
2008,9,ERH,Errachidia Moulay Ali Cherif,9423
2008,10,ERH,Errachidia Moulay Ali Cherif,8286
2008,11,ERH,Errachidia Moulay Ali Cherif,6586
2008,12,ERH,Errachidia Moulay Ali Cherif,5902
2008,1,VIL,Dakhla,5019
2008,2,VIL,Dakhla,3629
2008,3,VIL,Dakhla,5960
2008,4,VIL,Dakhla,6789
2008,5,VIL,Dakhla,6024
2008,6,VIL,Dakhla,5238
2008,7,VIL,Dakhla,8987
2008,8,VIL,Dakhla,10262
2008,9,VIL,Dakhla,7967
2008,10,VIL,Dakhla,7564
2008,11,VIL,Dakhla,5051
2008,12,VIL,Dakhla,5037
2008,1,EUN,Laayoune Hassan I,4517
2008,2,EUN,Laayoune Hassan I,3686
2008,3,EUN,Laayoune Hassan I,5014
2008,4,EUN,Laayoune Hassan I,5844
2008,5,EUN,Laayoune Hassan I,6057
2008,6,EUN,Laayoune Hassan I,4915
2008,7,EUN,Laayoune Hassan I,9177
2008,8,EUN,Laayoune Hassan I,10313
2008,9,EUN,Laayoune Hassan I,8271
2008,10,EUN,Laayoune Hassan I,7066
2008,11,EUN,Laayoune Hassan I,5640
2008,12,EUN,Laayoune Hassan I,5202
2008,1,TTU,Tetouan Sania Ramel,3449
2008,2,TTU,Tetouan Sania Ramel,2439
2008,3,TTU,Tetouan Sania Ramel,4005
2008,4,TTU,Tetouan Sania Ramel,4474
2008,5,TTU,Tetouan Sania Ramel,4213
2008,6,TTU,Tetouan Sania Ramel,3623
2008,7,TTU,Tetouan Sania Ramel,6463
2008,8,TTU,Tetouan Sania Ramel,7462
2008,9,TTU,Tetouan Sania Ramel,4965
2008,10,TTU,Tetouan Sania Ramel,4864
2008,11,TTU,Tetouan Sania Ramel,3452
2008,12,TTU,Tetouan Sania Ramel,3723
2008,1,ESU,Essaouira Mogador,2906
2008,2,ESU,Essaouira Mogador,2360
2008,3,ESU,Essaouira Mogador,3016
2008,4,ESU,Essaouira Mogador,3361
2008,5,ESU,Essaouira Mogador,3438
2008,6,ESU,Essaouira Mogador,3404
2008,7,ESU,Essaouira Mogador,5864
2008,8,ESU,Essaouira Mogador,6126
2008,9,ESU,Essaouira Mogador,4274
2008,10,ESU,Essaouira Mogador,3707
2008,11,ESU,Essaouira Mogador,2880
2008,12,ESU,Essaouira Mogador,3009
2008,1,OZZ,Ouarzazate,2346
2008,2,OZZ,Ouarzazate,1976
2008,3,OZZ,Ouarzazate,2824
2008,4,OZZ,Ouarzazate,3026
2008,5,OZZ,Ouarzazate,3084
2008,6,OZZ,Ouarzazate,2557
2008,7,OZZ,Ouarzazate,4031
2008,8,OZZ,Ouarzazate,5329
2008,9,OZZ,Ouarzazate,3549
2008,10,OZZ,Ouarzazate,3149
2008,11,OZZ,Ouarzazate,2535
2008,12,OZZ,Ouarzazate,2443
2008,1,MEK,Meknes,1226
2008,2,MEK,Meknes,1113
2008,3,MEK,Meknes,1608
2008,4,MEK,Meknes,1794
2008,5,MEK,Meknes,1677
2008,6,MEK,Meknes,1459
2008,7,MEK,Meknes,2599
2008,8,MEK,Meknes,3091
2008,9,MEK,Meknes,2282
2008,10,MEK,Meknes,2089
2008,11,MEK,Meknes,1654
2008,12,MEK,Meknes,1587
2009,1,RAK,Marrakech Menara,134630
2009,2,RAK,Marrakech Menara,109984
2009,3,RAK,Marrakech Menara,166361
2009,4,RAK,Marrakech Menara,213070
2009,5,RAK,Marrakech Menara,209957
2009,6,RAK,Marrakech Menara,176279
2009,7,RAK,Marrakech Menara,310962
2009,8,RAK,Marrakech Menara,341703
2009,9,RAK,Marrakech Menara,243569
2009,10,RAK,Marrakech Menara,203664
2009,11,RAK,Marrakech Menara,175636
2009,12,RAK,Marrakech Menara,182731
2009,1,CMN,Casablanca Mohammed V,155273
2009,2,CMN,Casablanca Mohammed V,128906
2009,3,CMN,Casablanca Mohammed V,202968
2009,4,CMN,Casablanca Mohammed V,225428
2009,5,CMN,Casablanca Mohammed V,234313
2009,6,CMN,Casablanca Mohammed V,191477
2009,7,CMN,Casablanca Mohammed V,319171
2009,8,CMN,Casablanca Mohammed V,425532
2009,9,CMN,Casablanca Mohammed V,290897
2009,10,CMN,Casablanca Mohammed V,242556
2009,11,CMN,Casablanca Mohammed V,200945
2009,12,CMN,Casablanca Mohammed V,180558
2009,1,TNG,Tanger Ibn Battouta,93059
2009,2,TNG,Tanger Ibn Battouta,69929
2009,3,TNG,Tanger Ibn Battouta,100083
2009,4,TNG,Tanger Ibn Battouta,124242
2009,5,TNG,Tanger Ibn Battouta,113798
2009,6,TNG,Tanger Ibn Battouta,106114
2009,7,TNG,Tanger Ibn Battouta,164703
2009,8,TNG,Tanger Ibn Battouta,191507
2009,9,TNG,Tanger Ibn Battouta,154833
2009,10,TNG,Tanger Ibn Battouta,126274
2009,11,TNG,Tanger Ibn Battouta,102985
2009,12,TNG,Tanger Ibn Battouta,102067
2009,1,AGA,Agadir Al Massira,54345
2009,2,AGA,Agadir Al Massira,39242
2009,3,AGA,Agadir Al Massira,62813
2009,4,AGA,Agadir Al Massira,72805
2009,5,AGA,Agadir Al Massira,69067
2009,6,AGA,Agadir Al Massira,58428
2009,7,AGA,Agadir Al Massira,93656
2009,8,AGA,Agadir Al Massira,129048
2009,9,AGA,Agadir Al Massira,84215
2009,10,AGA,Agadir Al Massira,76547
2009,11,AGA,Agadir Al Massira,57159
2009,12,AGA,Agadir Al Massira,59381
2009,1,FEZ,Fès Saïss,28889
2009,2,FEZ,Fès Saïss,23640
2009,3,FEZ,Fès Saïss,37565
2009,4,FEZ,Fès Saïss,37807
2009,5,FEZ,Fès Saïss,38460
2009,6,FEZ,Fès Saïss,34968
2009,7,FEZ,Fès Saïss,66638
2009,8,FEZ,Fès Saïss,65123
2009,9,FEZ,Fès Saïss,55428
2009,10,FEZ,Fès Saïss,46174
2009,11,FEZ,Fès Saïss,36132
2009,12,FEZ,Fès Saïss,38894
2009,1,RBA,Rabat-Salé,19866
2009,2,RBA,Rabat-Salé,17800
2009,3,RBA,Rabat-Salé,22830
2009,4,RBA,Rabat-Salé,27807
2009,5,RBA,Rabat-Salé,26930
2009,6,RBA,Rabat-Salé,24923
2009,7,RBA,Rabat-Salé,37926
2009,8,RBA,Rabat-Salé,46032
2009,9,RBA,Rabat-Salé,31946
2009,10,RBA,Rabat-Salé,34499
2009,11,RBA,Rabat-Salé,23750
2009,12,RBA,Rabat-Salé,26144
2009,1,OUD,Oujda Angads,12771
2009,2,OUD,Oujda Angads,9811
2009,3,OUD,Oujda Angads,12478
2009,4,OUD,Oujda Angads,17274
2009,5,OUD,Oujda Angads,16536
2009,6,OUD,Oujda Angads,13230
2009,7,OUD,Oujda Angads,22768
2009,8,OUD,Oujda Angads,29112
2009,9,OUD,Oujda Angads,19663
2009,10,OUD,Oujda Angads,17947
2009,11,OUD,Oujda Angads,15171
2009,12,OUD,Oujda Angads,13418
2009,1,NDR,Nador Ibn Batouta,12980
2009,2,NDR,Nador Ibn Batouta,10443
2009,3,NDR,Nador Ibn Batouta,14065
2009,4,NDR,Nador Ibn Batouta,17769
2009,5,NDR,Nador Ibn Batouta,18205
2009,6,NDR,Nador Ibn Batouta,14410
2009,7,NDR,Nador Ibn Batouta,26010
2009,8,NDR,Nador Ibn Batouta,26422
2009,9,NDR,Nador Ibn Batouta,19441
2009,10,NDR,Nador Ibn Batouta,17653
2009,11,NDR,Nador Ibn Batouta,14638
2009,12,NDR,Nador Ibn Batouta,14423
2009,1,ERH,Errachidia Moulay Ali Cherif,5015
2009,2,ERH,Errachidia Moulay Ali Cherif,4458
2009,3,ERH,Errachidia Moulay Ali Cherif,6211
2009,4,ERH,Errachidia Moulay Ali Cherif,6750
2009,5,ERH,Errachidia Moulay Ali Cherif,6714
2009,6,ERH,Errachidia Moulay Ali Cherif,6601
2009,7,ERH,Errachidia Moulay Ali Cherif,10250
2009,8,ERH,Errachidia Moulay Ali Cherif,12217
2009,9,ERH,Errachidia Moulay Ali Cherif,8379
2009,10,ERH,Errachidia Moulay Ali Cherif,7818
2009,11,ERH,Errachidia Moulay Ali Cherif,6107
2009,12,ERH,Errachidia Moulay Ali Cherif,6302
2009,1,VIL,Dakhla,5076
2009,2,VIL,Dakhla,3918
2009,3,VIL,Dakhla,5957
2009,4,VIL,Dakhla,5646
2009,5,VIL,Dakhla,5630
2009,6,VIL,Dakhla,5310
2009,7,VIL,Dakhla,10049
2009,8,VIL,Dakhla,11514
2009,9,VIL,Dakhla,8112
2009,10,VIL,Dakhla,6643
2009,11,VIL,Dakhla,5157
2009,12,VIL,Dakhla,5417
2009,1,EUN,Laayoune Hassan I,3866
2009,2,EUN,Laayoune Hassan I,3535
2009,3,EUN,Laayoune Hassan I,4381
2009,4,EUN,Laayoune Hassan I,5847
2009,5,EUN,Laayoune Hassan I,4888
2009,6,EUN,Laayoune Hassan I,4561
2009,7,EUN,Laayoune Hassan I,7943
2009,8,EUN,Laayoune Hassan I,9434
2009,9,EUN,Laayoune Hassan I,6238
2009,10,EUN,Laayoune Hassan I,6454
2009,11,EUN,Laayoune Hassan I,4444
2009,12,EUN,Laayoune Hassan I,4721
2009,1,TTU,Tetouan Sania Ramel,2956
2009,2,TTU,Tetouan Sania Ramel,2469
2009,3,TTU,Tetouan Sania Ramel,3366
2009,4,TTU,Tetouan Sania Ramel,4157
2009,5,TTU,Tetouan Sania Ramel,4061
2009,6,TTU,Tetouan Sania Ramel,3597
2009,7,TTU,Tetouan Sania Ramel,5704
2009,8,TTU,Tetouan Sania Ramel,7317
2009,9,TTU,Tetouan Sania Ramel,4816
2009,10,TTU,Tetouan Sania Ramel,5005
2009,11,TTU,Tetouan Sania Ramel,3821
2009,12,TTU,Tetouan Sania Ramel,3702
2009,1,ESU,Essaouira Mogador,2313
2009,2,ESU,Essaouira Mogador,1785
2009,3,ESU,Essaouira Mogador,2898
2009,4,ESU,Essaouira Mogador,3235
2009,5,ESU,Essaouira Mogador,3297
2009,6,ESU,Essaouira Mogador,3019
2009,7,ESU,Essaouira Mogador,4614
2009,8,ESU,Essaouira Mogador,5555
2009,9,ESU,Essaouira Mogador,4147
2009,10,ESU,Essaouira Mogador,3539
2009,11,ESU,Essaouira Mogador,2510
2009,12,ESU,Essaouira Mogador,2594
2009,1,OZZ,Ouarzazate,2132
2009,2,OZZ,Ouarzazate,1813
2009,3,OZZ,Ouarzazate,2211
2009,4,OZZ,Ouarzazate,2760
2009,5,OZZ,Ouarzazate,2768
2009,6,OZZ,Ouarzazate,2289
2009,7,OZZ,Ouarzazate,4116
2009,8,OZZ,Ouarzazate,4379
2009,9,OZZ,Ouarzazate,3417
2009,10,OZZ,Ouarzazate,3252
2009,11,OZZ,Ouarzazate,2480
2009,12,OZZ,Ouarzazate,2122
2009,1,MEK,Meknes,1405
2009,2,MEK,Meknes,1217
2009,3,MEK,Meknes,1433
2009,4,MEK,Meknes,1828
2009,5,MEK,Meknes,1732
2009,6,MEK,Meknes,1474
2009,7,MEK,Meknes,2941
2009,8,MEK,Meknes,3328
2009,9,MEK,Meknes,2072
2009,10,MEK,Meknes,1881
2009,11,MEK,Meknes,1555
2009,12,MEK,Meknes,1486
2010,1,RAK,Marrakech Menara,141755
2010,2,RAK,Marrakech Menara,124508
2010,3,RAK,Marrakech Menara,162238
2010,4,RAK,Marrakech Menara,199824
2010,5,RAK,Marrakech Menara,221597
2010,6,RAK,Marrakech Menara,175316
2010,7,RAK,Marrakech Menara,324764
2010,8,RAK,Marrakech Menara,339085
2010,9,RAK,Marrakech Menara,268353
2010,10,RAK,Marrakech Menara,208088
2010,11,RAK,Marrakech Menara,179345
2010,12,RAK,Marrakech Menara,172967
2010,1,CMN,Casablanca Mohammed V,198868
2010,2,CMN,Casablanca Mohammed V,158384
2010,3,CMN,Casablanca Mohammed V,208595
2010,4,CMN,Casablanca Mohammed V,277354
2010,5,CMN,Casablanca Mohammed V,228393
2010,6,CMN,Casablanca Mohammed V,208053
2010,7,CMN,Casablanca Mohammed V,343582
2010,8,CMN,Casablanca Mohammed V,414463
2010,9,CMN,Casablanca Mohammed V,326665
2010,10,CMN,Casablanca Mohammed V,309050
2010,11,CMN,Casablanca Mohammed V,211468
2010,12,CMN,Casablanca Mohammed V,234847
2010,1,TNG,Tanger Ibn Battouta,81332
2010,2,TNG,Tanger Ibn Battouta,67743
2010,3,TNG,Tanger Ibn Battouta,96187
2010,4,TNG,Tanger Ibn Battouta,115873
2010,5,TNG,Tanger Ibn Battouta,131554
2010,6,TNG,Tanger Ibn Battouta,100560
2010,7,TNG,Tanger Ibn Battouta,170413
2010,8,TNG,Tanger Ibn Battouta,217472
2010,9,TNG,Tanger Ibn Battouta,154160
2010,10,TNG,Tanger Ibn Battouta,129052
2010,11,TNG,Tanger Ibn Battouta,102906
2010,12,TNG,Tanger Ibn Battouta,109427
2010,1,AGA,Agadir Al Massira,66126
2010,2,AGA,Agadir Al Massira,50382
2010,3,AGA,Agadir Al Massira,81758
2010,4,AGA,Agadir Al Massira,87615
2010,5,AGA,Agadir Al Massira,79417
2010,6,AGA,Agadir Al Massira,68713
2010,7,AGA,Agadir Al Massira,119479
2010,8,AGA,Agadir Al Massira,156574
2010,9,AGA,Agadir Al Massira,104936
2010,10,AGA,Agadir Al Massira,88380
2010,11,AGA,Agadir Al Massira,82761
2010,12,AGA,Agadir Al Massira,82008
2010,1,FEZ,Fès Saïss,38863
2010,2,FEZ,Fès Saïss,29644
2010,3,FEZ,Fès Saïss,47099
2010,4,FEZ,Fès Saïss,49025
2010,5,FEZ,Fès Saïss,49846
2010,6,FEZ,Fès Saïss,40452
2010,7,FEZ,Fès Saïss,71348
2010,8,FEZ,Fès Saïss,89992
2010,9,FEZ,Fès Saïss,62446
2010,10,FEZ,Fès Saïss,61769
2010,11,FEZ,Fès Saïss,47819
2010,12,FEZ,Fès Saïss,46423
2010,1,RBA,Rabat-Salé,21788
2010,2,RBA,Rabat-Salé,19651
2010,3,RBA,Rabat-Salé,25617
2010,4,RBA,Rabat-Salé,29085
2010,5,RBA,Rabat-Salé,27713
2010,6,RBA,Rabat-Salé,27993
2010,7,RBA,Rabat-Salé,42455
2010,8,RBA,Rabat-Salé,48898
2010,9,RBA,Rabat-Salé,39188
2010,10,RBA,Rabat-Salé,34572
2010,11,RBA,Rabat-Salé,26942
2010,12,RBA,Rabat-Salé,25945
2010,1,OUD,Oujda Angads,14359
2010,2,OUD,Oujda Angads,12396
2010,3,OUD,Oujda Angads,14672
2010,4,OUD,Oujda Angads,19269
2010,5,OUD,Oujda Angads,20374
2010,6,OUD,Oujda Angads,16153
2010,7,OUD,Oujda Angads,30158
2010,8,OUD,Oujda Angads,31933
2010,9,OUD,Oujda Angads,22206
2010,10,OUD,Oujda Angads,19656
2010,11,OUD,Oujda Angads,17143
2010,12,OUD,Oujda Angads,15129
2010,1,NDR,Nador Ibn Batouta,15312
2010,2,NDR,Nador Ibn Batouta,10932
2010,3,NDR,Nador Ibn Batouta,17215
2010,4,NDR,Nador Ibn Batouta,19234
2010,5,NDR,Nador Ibn Batouta,18416
2010,6,NDR,Nador Ibn Batouta,17725
2010,7,NDR,Nador Ibn Batouta,28382
2010,8,NDR,Nador Ibn Batouta,30440
2010,9,NDR,Nador Ibn Batouta,22816
2010,10,NDR,Nador Ibn Batouta,21800
2010,11,NDR,Nador Ibn Batouta,15491
2010,12,NDR,Nador Ibn Batouta,17171
2010,1,ERH,Errachidia Moulay Ali Cherif,6850
2010,2,ERH,Errachidia Moulay Ali Cherif,4720
2010,3,ERH,Errachidia Moulay Ali Cherif,7202
2010,4,ERH,Errachidia Moulay Ali Cherif,7791
2010,5,ERH,Errachidia Moulay Ali Cherif,8843
2010,6,ERH,Errachidia Moulay Ali Cherif,6762
2010,7,ERH,Errachidia Moulay Ali Cherif,12178
2010,8,ERH,Errachidia Moulay Ali Cherif,13293
2010,9,ERH,Errachidia Moulay Ali Cherif,10172
2010,10,ERH,Errachidia Moulay Ali Cherif,8725
2010,11,ERH,Errachidia Moulay Ali Cherif,7215
2010,12,ERH,Errachidia Moulay Ali Cherif,7049
2010,1,VIL,Dakhla,6272
2010,2,VIL,Dakhla,4579
2010,3,VIL,Dakhla,6202
2010,4,VIL,Dakhla,7673
2010,5,VIL,Dakhla,8098
2010,6,VIL,Dakhla,7131
2010,7,VIL,Dakhla,11658
2010,8,VIL,Dakhla,12653
2010,9,VIL,Dakhla,9258
2010,10,VIL,Dakhla,8597
2010,11,VIL,Dakhla,7299
2010,12,VIL,Dakhla,6109
2010,1,EUN,Laayoune Hassan I,5171
2010,2,EUN,Laayoune Hassan I,3977
2010,3,EUN,Laayoune Hassan I,6096
2010,4,EUN,Laayoune Hassan I,5906
2010,5,EUN,Laayoune Hassan I,5884
2010,6,EUN,Laayoune Hassan I,5598
2010,7,EUN,Laayoune Hassan I,9759
2010,8,EUN,Laayoune Hassan I,10792
2010,9,EUN,Laayoune Hassan I,7611
2010,10,EUN,Laayoune Hassan I,7873
2010,11,EUN,Laayoune Hassan I,6173
2010,12,EUN,Laayoune Hassan I,5841
2010,1,TTU,Tetouan Sania Ramel,3219
2010,2,TTU,Tetouan Sania Ramel,2816
2010,3,TTU,Tetouan Sania Ramel,4114
2010,4,TTU,Tetouan Sania Ramel,4348
2010,5,TTU,Tetouan Sania Ramel,4616
2010,6,TTU,Tetouan Sania Ramel,4034
2010,7,TTU,Tetouan Sania Ramel,7257
2010,8,TTU,Tetouan Sania Ramel,7455
2010,9,TTU,Tetouan Sania Ramel,5280
2010,10,TTU,Tetouan Sania Ramel,5256
2010,11,TTU,Tetouan Sania Ramel,4085
2010,12,TTU,Tetouan Sania Ramel,3529
2010,1,ESU,Essaouira Mogador,2878
2010,2,ESU,Essaouira Mogador,2380
2010,3,ESU,Essaouira Mogador,3151
2010,4,ESU,Essaouira Mogador,3668
2010,5,ESU,Essaouira Mogador,3938
2010,6,ESU,Essaouira Mogador,3142
2010,7,ESU,Essaouira Mogador,5447
2010,8,ESU,Essaouira Mogador,5953
2010,9,ESU,Essaouira Mogador,4654
2010,10,ESU,Essaouira Mogador,4246
2010,11,ESU,Essaouira Mogador,2937
2010,12,ESU,Essaouira Mogador,2872
2010,1,OZZ,Ouarzazate,2241
2010,2,OZZ,Ouarzazate,1812
2010,3,OZZ,Ouarzazate,2750
2010,4,OZZ,Ouarzazate,3124
2010,5,OZZ,Ouarzazate,3026
2010,6,OZZ,Ouarzazate,2686
2010,7,OZZ,Ouarzazate,4171
2010,8,OZZ,Ouarzazate,5329
2010,9,OZZ,Ouarzazate,3374
2010,10,OZZ,Ouarzazate,3065
2010,11,OZZ,Ouarzazate,2722
2010,12,OZZ,Ouarzazate,2509
2010,1,MEK,Meknes,1444
2010,2,MEK,Meknes,1376
2010,3,MEK,Meknes,1843
2010,4,MEK,Meknes,1944
2010,5,MEK,Meknes,1872
2010,6,MEK,Meknes,1664
2010,7,MEK,Meknes,3218
2010,8,MEK,Meknes,3956
2010,9,MEK,Meknes,2421
2010,10,MEK,Meknes,2203
2010,11,MEK,Meknes,1759
2010,12,MEK,Meknes,1767
2011,1,RAK,Marrakech Menara,166561
2011,2,RAK,Marrakech Menara,143928
2011,3,RAK,Marrakech Menara,201351
2011,4,RAK,Marrakech Menara,199901
2011,5,RAK,Marrakech Menara,216010
2011,6,RAK,Marrakech Menara,185146
2011,7,RAK,Marrakech Menara,317887
2011,8,RAK,Marrakech Menara,346114
2011,9,RAK,Marrakech Menara,277742
2011,10,RAK,Marrakech Menara,224228
2011,11,RAK,Marrakech Menara,174540
2011,12,RAK,Marrakech Menara,193115
2011,1,CMN,Casablanca Mohammed V,214985
2011,2,CMN,Casablanca Mohammed V,153624
2011,3,CMN,Casablanca Mohammed V,242607
2011,4,CMN,Casablanca Mohammed V,293605
2011,5,CMN,Casablanca Mohammed V,259049
2011,6,CMN,Casablanca Mohammed V,228659
2011,7,CMN,Casablanca Mohammed V,403705
2011,8,CMN,Casablanca Mohammed V,434261
2011,9,CMN,Casablanca Mohammed V,327613
2011,10,CMN,Casablanca Mohammed V,327065
2011,11,CMN,Casablanca Mohammed V,239588
2011,12,CMN,Casablanca Mohammed V,252495
2011,1,TNG,Tanger Ibn Battouta,104548
2011,2,TNG,Tanger Ibn Battouta,80808
2011,3,TNG,Tanger Ibn Battouta,131374
2011,4,TNG,Tanger Ibn Battouta,149255
2011,5,TNG,Tanger Ibn Battouta,127947
2011,6,TNG,Tanger Ibn Battouta,125900
2011,7,TNG,Tanger Ibn Battouta,220383
2011,8,TNG,Tanger Ibn Battouta,221388
2011,9,TNG,Tanger Ibn Battouta,188711
2011,10,TNG,Tanger Ibn Battouta,161727
2011,11,TNG,Tanger Ibn Battouta,118996
2011,12,TNG,Tanger Ibn Battouta,114061
2011,1,AGA,Agadir Al Massira,67092
2011,2,AGA,Agadir Al Massira,53976
2011,3,AGA,Agadir Al Massira,66950
2011,4,AGA,Agadir Al Massira,85717
2011,5,AGA,Agadir Al Massira,83276
2011,6,AGA,Agadir Al Massira,67066
2011,7,AGA,Agadir Al Massira,127655
2011,8,AGA,Agadir Al Massira,152879
2011,9,AGA,Agadir Al Massira,106568
2011,10,AGA,Agadir Al Massira,94205
2011,11,AGA,Agadir Al Massira,66164
2011,12,AGA,Agadir Al Massira,70610
2011,1,FEZ,Fès Saïss,40686
2011,2,FEZ,Fès Saïss,32043
2011,3,FEZ,Fès Saïss,40867
2011,4,FEZ,Fès Saïss,45897
2011,5,FEZ,Fès Saïss,54495
2011,6,FEZ,Fès Saïss,48435
2011,7,FEZ,Fès Saïss,79015
2011,8,FEZ,Fès Saïss,97689
2011,9,FEZ,Fès Saïss,60081
2011,10,FEZ,Fès Saïss,57542
2011,11,FEZ,Fès Saïss,41664
2011,12,FEZ,Fès Saïss,48831
2011,1,RBA,Rabat-Salé,22392
2011,2,RBA,Rabat-Salé,18721
2011,3,RBA,Rabat-Salé,29004
2011,4,RBA,Rabat-Salé,33189
2011,5,RBA,Rabat-Salé,28918
2011,6,RBA,Rabat-Salé,25341
2011,7,RBA,Rabat-Salé,47949
2011,8,RBA,Rabat-Salé,49512
2011,9,RBA,Rabat-Salé,36150
2011,10,RBA,Rabat-Salé,35500
2011,11,RBA,Rabat-Salé,27032
2011,12,RBA,Rabat-Salé,27743
2011,1,OUD,Oujda Angads,16512
2011,2,OUD,Oujda Angads,12680
2011,3,OUD,Oujda Angads,19006
2011,4,OUD,Oujda Angads,22295
2011,5,OUD,Oujda Angads,20699
2011,6,OUD,Oujda Angads,19531
2011,7,OUD,Oujda Angads,33676
2011,8,OUD,Oujda Angads,35787
2011,9,OUD,Oujda Angads,28064
2011,10,OUD,Oujda Angads,23152
2011,11,OUD,Oujda Angads,17409
2011,12,OUD,Oujda Angads,19105
2011,1,NDR,Nador Ibn Batouta,13064
2011,2,NDR,Nador Ibn Batouta,12292
2011,3,NDR,Nador Ibn Batouta,17077
2011,4,NDR,Nador Ibn Batouta,17532
2011,5,NDR,Nador Ibn Batouta,19581
